batch_idx,n_new,acc_running,cumulative_regret,acc_ds1000,acc_ddxplus,acc_hotpotqa,n_reeval,n_reeval_recovered,n_sdft_pairs,kl_loss,mem_size,gen_time_s,reeval_time_s,train_time_s
86,10,0.4839,449.0000,0.3825,0.5405,0.5260,90,0,57,0.024448,476,12.4,50.0,84.2
87,10,0.4841,454.0000,0.3819,0.5436,0.5238,90,0,56,0.033375,481,7.4,47.0,108.9
88,10,0.4854,458.0000,0.3823,0.5433,0.5286,90,1,58,0.057327,488,5.0,54.1,104.4
89,10,0.4833,465.0000,0.3800,0.5433,0.5267,90,0,57,0.055708,491,4.5,50.0,118.8
90,10,0.4846,469.0000,0.3808,0.5508,0.5215,90,1,56,0.042708,498,3.4,39.7,139.9
90,10,0.4846,469.0000,0.3808,0.5508,0.5215,90,3,58,0.036700,500,3.6,39.7,108.2
91,10,0.4880,471.0000,0.3856,0.5519,0.5261,90,0,59,0.039298,508,2.7,51.5,132.5
92,10,0.4892,475.0000,0.3844,0.5541,0.5275,90,0,60,0.024570,514,2.3,32.7,151.5
93,10,0.4894,480.0000,0.3844,0.5594,0.5208,90,1,56,0.029006,520,2.3,37.2,127.8
94,10,0.4895,485.0000,0.3839,0.5635,0.5174,90,0,56,0.029849,525,4.4,30.3,107.9
95,10,0.4917,488.0000,0.3826,0.5657,0.5217,90,2,58,0.054019,534,13.0,31.7,98.9
96,10,0.4948,490.0000,0.3834,0.5693,0.5262,90,0,62,0.036860,542,2.8,39.6,115.3
97,10,0.4949,495.0000,0.3854,0.5680,0.5244,90,0,62,0.048231,547,4.3,38.3,115.3
98,10,0.4960,499.0000,0.3854,0.5685,0.5255,90,1,62,0.035360,554,2.2,37.7,170.7
99,10,0.4960,504.0000,0.3841,0.5735,0.5207,90,0,64,0.029094,559,2.7,33.5,103.4
100,10,0.4970,508.0000,0.3836,0.5755,0.5220,90,0,63,0.026525,565,3.8,34.9,83.5
101,10,0.5010,509.0000,0.3913,0.5791,0.5233,90,0,64,0.016691,574,2.8,40.4,95.1
102,10,0.5010,514.0000,0.3901,0.5778,0.5245,90,0,62,0.016455,579,3.1,40.2,82.9
103,10,0.5019,518.0000,0.3926,0.5765,0.5259,90,2,64,0.015397,587,4.8,36.8,86.9
104,10,0.5010,524.0000,0.3909,0.5757,0.5257,90,0,63,0.017584,591,4.9,45.1,86.1
105,10,0.5028,527.0000,0.3916,0.5782,0.5271,90,1,64,0.014578,599,2.6,30.3,88.8
106,10,0.5056,529.0000,0.3952,0.5789,0.5309,90,0,63,0.015411,607,4.0,32.5,83.0
107,10,0.5074,532.0000,0.3940,0.5796,0.5359,90,0,65,0.028816,614,3.0,35.5,108.1
108,10,0.5083,536.0000,0.3929,0.5814,0.5368,90,0,65,0.019400,620,2.7,35.6,224.9
109,10,0.5082,541.0000,0.3947,0.5827,0.5324,90,2,67,0.043161,627,2.3,33.7,100.1
110,10,0.5099,544.0000,0.3982,0.5859,0.5307,90,0,68,0.034512,634,2.7,30.9,123.5
111,10,0.5098,549.0000,0.3988,0.5856,0.5293,90,1,65,0.027822,640,3.7,30.8,99.4
112,10,0.5106,553.0000,0.4000,0.5897,0.5265,90,1,65,0.017982,647,3.8,31.6,165.7
113,10,0.5123,556.0000,0.4006,0.5898,0.5302,90,0,66,0.025303,654,2.7,31.5,100.2
114,10,0.5130,560.0000,0.4006,0.5919,0.5286,90,1,69,0.043596,661,2.0,29.4,141.5
115,10,0.5129,565.0000,0.3989,0.5924,0.5297,90,1,67,0.025680,667,2.8,26.2,126.2
116,10,0.5128,570.0000,0.3983,0.5915,0.5308,90,0,63,0.033282,672,3.5,25.0,227.5
117,10,0.5127,575.0000,0.3961,0.5944,0.5291,90,0,60,0.019704,677,5.9,25.9,98.3
118,10,0.5126,580.0000,0.3978,0.5935,0.5275,90,0,59,0.014213,682,2.7,29.0,100.4
119,10,0.5133,584.0000,0.3978,0.5945,0.5272,90,1,61,0.011693,689,1.6,27.3,100.4
120,10,0.5132,589.0000,0.3961,0.5950,0.5283,90,0,58,0.015491,694,4.0,27.8,78.1
121,10,0.5131,594.0000,0.3956,0.5942,0.5293,90,0,58,0.014794,699,5.2,28.5,77.3
122,10,0.5146,597.0000,0.3962,0.5973,0.5291,90,0,59,0.006056,706,15.0,28.7,78.7
123,10,0.5145,602.0000,0.3930,0.6009,0.5277,90,0,56,0.010937,711,5.1,45.8,76.7
124,10,0.5160,605.0000,0.3919,0.6030,0.5298,90,1,57,0.011643,719,2.2,49.5,87.2
125,10,0.5167,609.0000,0.3898,0.6043,0.5319,90,0,58,0.027036,725,4.3,43.5,87.0
126,10,0.5165,614.0000,0.3904,0.6047,0.5304,90,0,58,0.058961,730,5.5,50.0,116.2
127,10,0.5180,617.0000,0.3952,0.6021,0.5335,90,0,59,0.014012,737,2.9,41.0,92.8
128,10,0.5186,621.0000,0.3931,0.6042,0.5344,90,1,60,0.020692,744,2.7,32.2,82.2
129,10,0.5185,626.0000,0.3916,0.6067,0.5330,90,0,59,0.046184,749,3.5,66.3,99.0
130,10,0.5183,631.0000,0.3902,0.6100,0.5306,90,0,59,0.025368,754,3.4,47.3,103.1
131,10,0.5189,635.0000,0.3907,0.6082,0.5336,90,1,61,0.044122,761,6.7,44.1,103.7
132,10,0.5188,640.0000,0.3907,0.6049,0.5356,90,0,59,0.039580,766,2.7,36.2,86.3
133,10,0.5209,642.0000,0.3939,0.6048,0.5386,90,2,64,0.042645,776,3.1,29.7,232.8
134,10,0.5222,645.0000,0.3944,0.6052,0.5415,90,1,65,0.034021,784,4.9,34.7,111.0
135,10,0.5221,650.0000,0.3944,0.6020,0.5433,90,0,64,0.070718,789,1.7,34.5,110.8
136,10,0.5248,651.0000,0.3949,0.6043,0.5482,90,1,68,0.032131,799,5.6,31.7,131.4
137,10,0.5261,654.0000,0.3985,0.6043,0.5491,90,0,67,0.022402,806,3.3,32.3,116.9
138,10,0.5252,660.0000,0.3970,0.6051,0.5476,90,0,64,0.030192,810,4.7,35.2,102.4
139,10,0.5264,663.0000,0.3975,0.6077,0.5474,90,1,66,0.018141,818,3.4,35.0,123.3
140,10,0.5270,667.0000,0.3975,0.6114,0.5437,90,0,66,0.012965,824,1.7,34.3,135.1
141,10,0.5282,670.0000,0.3966,0.6125,0.5464,90,0,66,0.019857,831,2.1,28.8,92.2
142,10,0.5287,674.0000,0.3971,0.6124,0.5471,90,0,67,0.017602,837,3.1,26.8,84.7
143,10,0.5285,679.0000,0.3961,0.6114,0.5471,90,0,64,0.009830,842,5.0,29.4,87.2
144,10,0.5269,686.0000,0.3923,0.6121,0.5456,90,0,60,0.011350,845,14.8,29.2,90.5
145,10,0.5288,688.0000,0.3904,0.6171,0.5466,90,0,63,0.007566,853,2.9,44.3,94.3
146,10,0.5313,689.0000,0.3918,0.6205,0.5482,90,0,63,0.009467,862,2.8,39.1,81.3
147,10,0.5324,692.0000,0.3962,0.6208,0.5478,90,1,64,0.019211,870,3.6,38.6,86.1
148,10,0.5329,696.0000,0.3967,0.6199,0.5494,90,0,65,0.010647,876,5.0,42.0,86.4
149,10,0.5333,700.0000,0.3957,0.6226,0.5479,90,0,63,0.005286,882,2.2,44.9,91.9
150,10,0.5325,706.0000,0.3949,0.6232,0.5467,90,0,61,0.012971,886,6.2,41.2,89.1
151,10,0.5316,712.0000,0.3949,0.6239,0.5444,90,0,58,0.012174,890,5.1,53.8,93.9
152,10,0.5320,716.0000,0.3968,0.6230,0.5451,90,1,59,0.013314,897,4.1,49.3,122.0
153,10,0.5318,721.0000,0.3968,0.6226,0.5458,90,1,60,0.022527,903,3.2,49.2,133.4
154,10,0.5323,725.0000,0.3978,0.6228,0.5465,90,1,64,0.025177,910,8.2,43.0,146.1
155,10,0.5333,728.0000,0.3991,0.6233,0.5472,90,0,63,0.020375,917,1.6,40.8,126.0
156,10,0.5331,733.0000,0.3973,0.6246,0.5466,90,1,60,0.021165,923,5.4,39.3,158.1
157,10,0.5329,738.0000,0.3978,0.6237,0.5463,90,0,58,0.020687,928,4.7,42.2,153.0
158,10,0.5327,743.0000,0.3969,0.6237,0.5453,90,0,56,0.021791,933,2.1,41.1,147.1
159,10,0.5331,747.0000,0.3969,0.6252,0.5440,90,0,56,0.019167,939,2.5,44.7,186.4
160,10,0.5317,754.0000,0.3987,0.6217,0.5420,90,0,53,0.019752,942,3.7,35.6,119.9
161,10,0.5333,756.0000,0.4004,0.6236,0.5435,90,0,56,0.037354,950,10.2,36.8,116.5
162,10,0.5344,759.0000,0.4009,0.6266,0.5423,90,0,57,0.022591,957,4.5,41.8,97.5
163,10,0.5341,764.0000,0.4013,0.6264,0.5412,90,0,57,0.020778,962,4.6,41.8,105.5
164,10,0.5327,771.0000,0.3996,0.6242,0.5403,90,1,55,0.012810,966,5.9,36.7,107.2
165,10,0.5343,773.0000,0.3996,0.6258,0.5419,90,2,58,0.027491,976,1.9,34.8,122.9
166,10,0.5341,778.0000,0.4000,0.6234,0.5434,90,0,58,0.014488,981,6.0,31.0,153.4
167,10,0.5333,784.0000,0.4000,0.6223,0.5413,90,0,57,0.034101,985,1.7,31.9,103.8
168,10,0.5343,787.0000,0.4038,0.6210,0.5428,90,1,60,0.017611,993,4.0,31.2,116.5
169,10,0.5347,791.0000,0.4043,0.6204,0.5436,90,0,60,0.015981,999,27.7,32.8,118.3
170,10,0.5345,796.0000,0.4043,0.6178,0.5450,90,0,61,0.018577,1004,1.8,56.5,102.9
171,10,0.5355,799.0000,0.4068,0.6180,0.5455,90,0,59,0.010635,1011,2.7,56.5,102.4
172,10,0.5370,801.0000,0.4072,0.6209,0.5461,90,0,60,0.007123,1019,4.6,54.7,110.9
173,10,0.5385,803.0000,0.4097,0.6222,0.5467,90,2,64,0.010155,1029,2.8,51.0,81.3
174,10,0.5383,808.0000,0.4079,0.6219,0.5479,90,0,63,0.015501,1034,5.5,48.1,80.7
175,10,0.5381,813.0000,0.4071,0.6237,0.5452,90,0,60,0.008706,1039,5.0,51.5,195.8
176,10,0.5395,815.0000,0.4087,0.6265,0.5450,90,0,63,0.011003,1047,6.8,53.9,93.5
177,10,0.5404,818.0000,0.4091,0.6272,0.5464,90,0,66,0.024240,1054,3.3,59.0,100.7
178,10,0.5402,823.0000,0.4107,0.6277,0.5443,90,0,64,0.070291,1059,4.1,58.1,101.3
179,10,0.5400,828.0000,0.4098,0.6270,0.5447,90,1,64,0.021264,1065,4.8,34.4,100.2
180,10,0.5409,831.0000,0.4098,0.6278,0.5453,90,0,66,0.018060,1072,1.7,37.4,106.5
181,10,0.5407,836.0000,0.4082,0.6280,0.5457,90,0,64,0.022965,1077,2.2,36.5,114.3
