step,db_id,n_icl,correct,cumulative_regret,mem_size
737,european_football_2,3,0,492.0000,246
738,card_games,3,0,493.0000,246
739,european_football_2,3,0,494.0000,246
740,superhero,3,1,494.0000,247
741,formula_1,3,0,495.0000,247
742,california_schools,3,0,496.0000,247
743,codebase_community,3,0,497.0000,247
744,codebase_community,3,0,498.0000,247
745,debit_card_specializing,3,0,499.0000,247
746,toxicology,3,0,500.0000,247
747,toxicology,3,0,501.0000,247
748,european_football_2,3,0,502.0000,247
749,thrombosis_prediction,3,0,503.0000,247
750,codebase_community,3,0,504.0000,247
751,student_club,3,1,504.0000,248
752,superhero,3,1,504.0000,249
753,superhero,3,1,504.0000,250
754,formula_1,3,0,505.0000,250
755,codebase_community,3,0,506.0000,250
756,european_football_2,3,1,506.0000,251
757,financial,3,0,507.0000,251
758,thrombosis_prediction,3,0,508.0000,251
759,card_games,3,1,508.0000,252
760,european_football_2,3,0,509.0000,252
761,financial,3,0,510.0000,252
762,european_football_2,3,1,510.0000,253
763,california_schools,3,0,511.0000,253
764,student_club,3,1,511.0000,254
765,card_games,3,1,511.0000,255
766,card_games,3,0,512.0000,255
767,debit_card_specializing,3,0,513.0000,255
768,student_club,3,1,513.0000,256
769,card_games,3,0,514.0000,256
770,thrombosis_prediction,3,0,515.0000,256
771,card_games,3,1,515.0000,257
772,student_club,3,1,515.0000,258
773,financial,3,1,515.0000,259
774,codebase_community,3,0,516.0000,259
775,superhero,3,1,516.0000,260
776,toxicology,3,0,517.0000,260
777,toxicology,3,0,518.0000,260
778,formula_1,3,1,518.0000,261
779,european_football_2,3,1,518.0000,262
780,formula_1,3,0,519.0000,262
781,card_games,3,1,519.0000,263
782,thrombosis_prediction,3,0,520.0000,263
783,formula_1,3,0,521.0000,263
784,card_games,3,0,522.0000,263
785,toxicology,3,0,523.0000,263
786,student_club,3,1,523.0000,264
787,superhero,3,1,523.0000,265
788,thrombosis_prediction,3,0,524.0000,265
789,toxicology,3,0,525.0000,265
790,superhero,3,1,525.0000,266
791,codebase_community,3,0,526.0000,266
792,toxicology,3,0,527.0000,266
793,card_games,3,1,527.0000,267
794,financial,3,0,528.0000,267
795,toxicology,3,1,528.0000,268
796,superhero,3,1,528.0000,269
797,california_schools,3,0,529.0000,269
798,toxicology,3,1,529.0000,270
799,california_schools,3,0,530.0000,270
800,toxicology,3,0,531.0000,270
801,card_games,3,1,531.0000,271
802,student_club,3,1,531.0000,272
803,financial,3,1,531.0000,273
804,student_club,3,1,531.0000,274
805,student_club,3,0,532.0000,274
806,student_club,3,0,533.0000,274
807,thrombosis_prediction,3,0,534.0000,274
808,card_games,3,0,535.0000,274
809,financial,3,1,535.0000,275
810,codebase_community,3,1,535.0000,276
811,superhero,3,1,535.0000,277
812,codebase_community,3,0,536.0000,277
813,financial,3,0,537.0000,277
814,card_games,3,0,538.0000,277
815,formula_1,3,0,539.0000,277
816,codebase_community,3,0,540.0000,277
817,thrombosis_prediction,3,0,541.0000,277
818,codebase_community,3,0,542.0000,277
819,codebase_community,3,1,542.0000,278
820,toxicology,3,0,543.0000,278
821,superhero,3,1,543.0000,279
822,thrombosis_prediction,3,0,544.0000,279
823,california_schools,3,0,545.0000,279
824,codebase_community,3,0,546.0000,279
825,card_games,3,0,547.0000,279
826,debit_card_specializing,3,0,548.0000,279
827,formula_1,3,0,549.0000,279
828,european_football_2,3,1,549.0000,280
829,european_football_2,3,0,550.0000,280
830,financial,3,1,550.0000,281
831,thrombosis_prediction,3,0,551.0000,281
832,thrombosis_prediction,3,0,552.0000,281
833,student_club,3,1,552.0000,282
834,california_schools,3,0,553.0000,282
835,toxicology,3,0,554.0000,282
836,european_football_2,3,0,555.0000,282
837,california_schools,3,0,556.0000,282
838,student_club,3,1,556.0000,283
839,financial,3,0,557.0000,283
840,superhero,3,0,558.0000,283
841,formula_1,3,0,559.0000,283
842,thrombosis_prediction,3,0,560.0000,283
843,superhero,3,1,560.0000,284
844,california_schools,3,0,561.0000,284
845,card_games,3,0,562.0000,284
846,toxicology,3,0,563.0000,284
847,student_club,3,1,563.0000,285
848,toxicology,3,0,564.0000,285
849,financial,3,0,565.0000,285
850,codebase_community,3,1,565.0000,286
851,card_games,3,0,566.0000,286
852,european_football_2,3,0,567.0000,286
853,thrombosis_prediction,3,0,568.0000,286
854,student_club,3,1,568.0000,287
855,superhero,3,1,568.0000,288
856,formula_1,3,0,569.0000,288
857,student_club,3,1,569.0000,289
858,toxicology,3,0,570.0000,289
859,toxicology,3,0,571.0000,289
860,card_games,3,0,572.0000,289
861,thrombosis_prediction,3,0,573.0000,289
862,codebase_community,3,1,573.0000,290
863,student_club,3,1,573.0000,291
864,formula_1,3,1,573.0000,292
865,card_games,3,1,573.0000,293
866,toxicology,3,0,574.0000,293
867,formula_1,3,1,574.0000,294
868,toxicology,3,0,575.0000,294
869,european_football_2,3,0,576.0000,294
870,formula_1,3,1,576.0000,295
871,thrombosis_prediction,3,0,577.0000,295
872,toxicology,3,0,578.0000,295
873,student_club,3,1,578.0000,296
874,formula_1,3,0,579.0000,296
875,formula_1,3,0,580.0000,296
876,card_games,3,0,581.0000,296
877,thrombosis_prediction,3,0,582.0000,296
878,superhero,3,1,582.0000,297
879,toxicology,3,0,583.0000,297
880,student_club,3,1,583.0000,298
881,debit_card_specializing,3,1,583.0000,299
882,european_football_2,3,1,583.0000,300
883,student_club,3,1,583.0000,301
884,toxicology,3,0,584.0000,301
885,formula_1,3,0,585.0000,301
886,european_football_2,3,1,585.0000,302
887,thrombosis_prediction,3,0,586.0000,302
888,card_games,3,0,587.0000,302
889,codebase_community,3,0,588.0000,302
890,toxicology,3,0,589.0000,302
891,california_schools,3,0,590.0000,302
892,student_club,3,1,590.0000,303
893,european_football_2,3,0,591.0000,303
894,card_games,3,1,591.0000,304
895,student_club,3,0,592.0000,304
896,superhero,3,1,592.0000,305
897,card_games,3,0,593.0000,305
898,california_schools,3,0,594.0000,305
899,toxicology,3,0,595.0000,305
900,superhero,3,1,595.0000,306
901,european_football_2,3,1,595.0000,307
902,financial,3,1,595.0000,308
903,financial,3,0,596.0000,308
904,formula_1,3,0,597.0000,308
905,toxicology,3,0,598.0000,308
906,card_games,3,0,599.0000,308
907,european_football_2,3,0,600.0000,308
908,student_club,3,1,600.0000,309
909,california_schools,3,0,601.0000,309
910,toxicology,3,0,602.0000,309
911,toxicology,3,0,603.0000,309
912,superhero,3,1,603.0000,310
913,thrombosis_prediction,3,1,603.0000,311
914,european_football_2,3,1,603.0000,312
915,financial,3,0,604.0000,312
916,debit_card_specializing,3,0,605.0000,312
917,debit_card_specializing,3,1,605.0000,313
918,formula_1,3,0,606.0000,313
919,european_football_2,3,0,607.0000,313
920,debit_card_specializing,3,1,607.0000,314
921,european_football_2,3,1,607.0000,315
922,european_football_2,3,1,607.0000,316
923,codebase_community,3,0,608.0000,316
924,thrombosis_prediction,3,0,609.0000,316
925,california_schools,3,0,610.0000,316
926,thrombosis_prediction,3,0,611.0000,316
927,codebase_community,3,0,612.0000,316
928,student_club,3,1,612.0000,317
929,codebase_community,3,0,613.0000,317
930,formula_1,3,0,614.0000,317
931,european_football_2,3,0,615.0000,317
932,superhero,3,0,616.0000,317
933,thrombosis_prediction,3,1,616.0000,318
934,european_football_2,3,0,617.0000,318
935,student_club,3,0,618.0000,318
936,codebase_community,3,1,618.0000,319
937,superhero,3,1,618.0000,320
938,card_games,3,0,619.0000,320
939,codebase_community,3,0,620.0000,320
940,financial,3,1,620.0000,321
941,thrombosis_prediction,3,0,621.0000,321
942,codebase_community,3,0,622.0000,321
943,european_football_2,3,0,623.0000,321
944,card_games,3,1,623.0000,322
945,toxicology,3,0,624.0000,322
946,formula_1,3,0,625.0000,322
947,debit_card_specializing,3,0,626.0000,322
948,european_football_2,3,0,627.0000,322
949,card_games,3,0,628.0000,322
950,card_games,3,1,628.0000,323
951,superhero,3,0,629.0000,323
952,student_club,3,1,629.0000,324
953,thrombosis_prediction,3,0,630.0000,324
954,california_schools,3,0,631.0000,324
955,card_games,3,0,632.0000,324
956,european_football_2,3,1,632.0000,325
957,european_football_2,3,1,632.0000,326
958,thrombosis_prediction,3,0,633.0000,326
959,financial,3,1,633.0000,327
960,codebase_community,3,0,634.0000,327
961,card_games,3,1,634.0000,328
962,codebase_community,3,0,635.0000,328
963,financial,3,0,636.0000,328
964,california_schools,3,1,636.0000,329
965,european_football_2,3,1,636.0000,330
966,european_football_2,3,1,636.0000,331
967,card_games,3,0,637.0000,331
968,formula_1,3,0,638.0000,331
969,formula_1,3,1,638.0000,332
970,financial,3,1,638.0000,333
971,toxicology,3,0,639.0000,333
972,student_club,3,1,639.0000,334
973,european_football_2,3,0,640.0000,334
974,codebase_community,3,0,641.0000,334
975,card_games,3,0,642.0000,334
976,card_games,3,0,643.0000,334
977,student_club,3,0,644.0000,334
978,european_football_2,3,1,644.0000,335
979,thrombosis_prediction,3,1,644.0000,336
980,thrombosis_prediction,3,0,645.0000,336
981,card_games,3,0,646.0000,336
982,superhero,3,0,647.0000,336
983,formula_1,3,1,647.0000,337
984,formula_1,3,0,648.0000,337
985,european_football_2,3,1,648.0000,338
986,thrombosis_prediction,3,0,649.0000,338
987,superhero,3,0,650.0000,338
988,card_games,3,0,651.0000,338
989,toxicology,3,0,652.0000,338
990,financial,3,1,652.0000,339
991,california_schools,3,1,652.0000,340
992,california_schools,3,0,653.0000,340
993,card_games,3,0,654.0000,340
994,superhero,3,1,654.0000,341
995,thrombosis_prediction,3,0,655.0000,341
996,card_games,3,0,656.0000,341
997,codebase_community,3,0,657.0000,341
998,formula_1,3,1,657.0000,342
999,student_club,3,1,657.0000,343
1000,student_club,3,0,658.0000,343
1001,superhero,3,1,658.0000,344
1002,formula_1,3,1,658.0000,345
1003,financial,3,0,659.0000,345
1004,thrombosis_prediction,3,0,660.0000,345
1005,card_games,3,0,661.0000,345
1006,card_games,3,0,662.0000,345
1007,card_games,3,0,663.0000,345
1008,thrombosis_prediction,3,0,664.0000,345
1009,thrombosis_prediction,3,0,665.0000,345
1010,codebase_community,3,0,666.0000,345
1011,toxicology,3,0,667.0000,345
1012,california_schools,3,0,668.0000,345
1013,financial,3,0,669.0000,345
1014,formula_1,3,1,669.0000,346
1015,european_football_2,3,1,669.0000,347
1016,formula_1,3,1,669.0000,348
1017,codebase_community,3,1,669.0000,349
1018,student_club,3,1,669.0000,350
1019,student_club,3,1,669.0000,351
1020,california_schools,3,0,670.0000,351
1021,formula_1,3,0,671.0000,351
1022,student_club,3,0,672.0000,351
1023,codebase_community,3,1,672.0000,352
1024,thrombosis_prediction,3,0,673.0000,352
1025,financial,3,0,674.0000,352
1026,california_schools,3,1,674.0000,353
1027,thrombosis_prediction,3,0,675.0000,353
1028,codebase_community,3,0,676.0000,353
1029,california_schools,3,0,677.0000,353
1030,card_games,3,0,678.0000,353
1031,student_club,3,0,679.0000,353
1032,financial,3,0,680.0000,353
1033,debit_card_specializing,3,0,681.0000,353
1034,superhero,3,0,682.0000,353
1035,superhero,3,1,682.0000,354
1036,thrombosis_prediction,3,0,683.0000,354
1037,thrombosis_prediction,3,0,684.0000,354
1038,card_games,3,0,685.0000,354
1039,financial,3,0,686.0000,354
1040,card_games,3,0,687.0000,354
1041,european_football_2,3,1,687.0000,355
1042,student_club,3,0,688.0000,355
1043,financial,3,0,689.0000,355
1044,formula_1,3,0,690.0000,355
1045,debit_card_specializing,3,0,691.0000,355
1046,codebase_community,3,0,692.0000,355
1047,codebase_community,3,0,693.0000,355
1048,student_club,3,0,694.0000,355
1049,card_games,3,0,695.0000,355
1050,superhero,3,0,696.0000,355
1051,european_football_2,3,0,697.0000,355
1052,toxicology,3,0,698.0000,355
1053,card_games,3,0,699.0000,355
1054,superhero,3,0,700.0000,355
1055,student_club,3,1,700.0000,356
1056,thrombosis_prediction,3,0,701.0000,356
1057,formula_1,3,1,701.0000,357
1058,formula_1,3,0,702.0000,357
1059,codebase_community,3,0,703.0000,357
1060,student_club,3,0,704.0000,357
1061,formula_1,3,0,705.0000,357
1062,card_games,3,0,706.0000,357
1063,formula_1,3,1,706.0000,358
1064,card_games,3,0,707.0000,358
1065,formula_1,3,0,708.0000,358
1066,toxicology,3,0,709.0000,358
1067,superhero,3,1,709.0000,359
1068,european_football_2,3,1,709.0000,360
1069,european_football_2,3,1,709.0000,361
1070,codebase_community,3,1,709.0000,362
1071,codebase_community,3,0,710.0000,362
1072,european_football_2,3,1,710.0000,363
1073,financial,3,0,711.0000,363
1074,formula_1,3,1,711.0000,364
1075,card_games,3,0,712.0000,364
1076,toxicology,3,0,713.0000,364
1077,thrombosis_prediction,3,0,714.0000,364
1078,european_football_2,3,1,714.0000,365
1079,card_games,3,1,714.0000,366
1080,formula_1,3,0,715.0000,366
1081,financial,3,0,716.0000,366
1082,student_club,3,0,717.0000,366
1083,student_club,3,0,718.0000,366
1084,toxicology,3,1,718.0000,367
1085,debit_card_specializing,3,0,719.0000,367
1086,debit_card_specializing,3,0,720.0000,367
1087,toxicology,3,0,721.0000,367
1088,card_games,3,0,722.0000,367
1089,formula_1,3,0,723.0000,367
1090,card_games,3,1,723.0000,368
1091,student_club,3,0,724.0000,368
1092,formula_1,3,1,724.0000,369
1093,european_football_2,3,0,725.0000,369
1094,california_schools,3,0,726.0000,369
1095,codebase_community,3,0,727.0000,369
1096,formula_1,3,0,728.0000,369
1097,thrombosis_prediction,3,0,729.0000,369
1098,thrombosis_prediction,3,0,730.0000,369
1099,formula_1,3,0,731.0000,369
1100,superhero,3,1,731.0000,370
1101,card_games,3,0,732.0000,370
1102,codebase_community,3,0,733.0000,370
1103,codebase_community,3,0,734.0000,370
1104,financial,3,0,735.0000,370
1105,toxicology,3,0,736.0000,370
1106,financial,3,0,737.0000,370
1107,student_club,3,0,738.0000,370
1108,toxicology,3,0,739.0000,370
1109,california_schools,3,0,740.0000,370
1110,superhero,3,1,740.0000,371
1111,superhero,3,1,740.0000,372
1112,thrombosis_prediction,3,0,741.0000,372
1113,financial,3,1,741.0000,373
1114,thrombosis_prediction,3,0,742.0000,373
1115,superhero,3,1,742.0000,374
1116,codebase_community,3,1,742.0000,375
1117,formula_1,3,1,742.0000,376
1118,debit_card_specializing,3,1,742.0000,377
1119,superhero,3,0,743.0000,377
1120,card_games,3,0,744.0000,377
1121,codebase_community,3,0,745.0000,377
1122,thrombosis_prediction,3,0,746.0000,377
1123,student_club,3,0,747.0000,377
1124,formula_1,3,0,748.0000,377
1125,student_club,3,1,748.0000,378
1126,card_games,3,0,749.0000,378
1127,financial,3,0,750.0000,378
1128,california_schools,3,0,751.0000,378
1129,student_club,3,0,752.0000,378
1130,superhero,3,1,752.0000,379
1131,thrombosis_prediction,3,0,753.0000,379
1132,formula_1,3,0,754.0000,379
1133,card_games,3,0,755.0000,379
1134,student_club,3,1,755.0000,380
1135,formula_1,3,1,755.0000,381
1136,toxicology,3,0,756.0000,381
1137,student_club,3,1,756.0000,382
1138,california_schools,3,0,757.0000,382
1139,card_games,3,0,758.0000,382
1140,card_games,3,1,758.0000,383
1141,formula_1,3,0,759.0000,383
1142,student_club,3,1,759.0000,384
1143,codebase_community,3,1,759.0000,385
1144,thrombosis_prediction,3,0,760.0000,385
1145,california_schools,3,0,761.0000,385
1146,debit_card_specializing,3,1,761.0000,386
1147,card_games,3,1,761.0000,387
1148,thrombosis_prediction,3,0,762.0000,387
1149,formula_1,3,1,762.0000,388
1150,codebase_community,3,1,762.0000,389
1151,student_club,3,1,762.0000,390
1152,superhero,3,0,763.0000,390
1153,california_schools,3,0,764.0000,390
1154,formula_1,3,1,764.0000,391
1155,california_schools,3,0,765.0000,391
1156,student_club,3,1,765.0000,392
1157,student_club,3,1,765.0000,393
1158,california_schools,3,0,766.0000,393
1159,card_games,3,0,767.0000,393
1160,codebase_community,3,1,767.0000,394
1161,financial,3,0,768.0000,394
1162,thrombosis_prediction,3,0,769.0000,394
1163,european_football_2,3,1,769.0000,395
1164,student_club,3,0,770.0000,395
1165,california_schools,3,0,771.0000,395
1166,debit_card_specializing,3,0,772.0000,395
1167,superhero,3,0,773.0000,395
1168,thrombosis_prediction,3,1,773.0000,396
1169,formula_1,3,0,774.0000,396
1170,european_football_2,3,1,774.0000,397
1171,financial,3,0,775.0000,397
1172,formula_1,3,0,776.0000,397
1173,debit_card_specializing,3,0,777.0000,397
1174,toxicology,3,1,777.0000,398
1175,formula_1,3,1,777.0000,399
1176,toxicology,3,0,778.0000,399
1177,codebase_community,3,0,779.0000,399
1178,codebase_community,3,0,780.0000,399
1179,codebase_community,3,0,781.0000,399
1180,california_schools,3,0,782.0000,399
1181,superhero,3,1,782.0000,400
1182,formula_1,3,0,783.0000,400
1183,thrombosis_prediction,3,0,784.0000,400
1184,california_schools,3,1,784.0000,401
1185,codebase_community,3,1,784.0000,402
1186,european_football_2,3,1,784.0000,403
1187,formula_1,3,0,785.0000,403
1188,formula_1,3,1,785.0000,404
1189,thrombosis_prediction,3,0,786.0000,404
1190,superhero,3,1,786.0000,405
1191,formula_1,3,0,787.0000,405
1192,european_football_2,3,1,787.0000,406
1193,financial,3,1,787.0000,407
1194,debit_card_specializing,3,0,788.0000,407
1195,codebase_community,3,0,789.0000,407
1196,california_schools,3,0,790.0000,407
1197,debit_card_specializing,3,0,791.0000,407
1198,card_games,3,0,792.0000,407
1199,financial,3,1,792.0000,408
1200,debit_card_specializing,3,0,793.0000,408
1201,formula_1,3,0,794.0000,408
1202,toxicology,3,0,795.0000,408
1203,superhero,3,1,795.0000,409
1204,thrombosis_prediction,3,1,795.0000,410
1205,european_football_2,3,1,795.0000,411
1206,debit_card_specializing,3,0,796.0000,411
1207,superhero,3,1,796.0000,412
1208,formula_1,3,0,797.0000,412
1209,codebase_community,3,1,797.0000,413
1210,european_football_2,3,1,797.0000,414
1211,toxicology,3,0,798.0000,414
1212,codebase_community,3,0,799.0000,414
1213,formula_1,3,0,800.0000,414
1214,codebase_community,3,1,800.0000,415
1215,student_club,3,0,801.0000,415
1216,card_games,3,1,801.0000,416
1217,codebase_community,3,1,801.0000,417
1218,student_club,3,1,801.0000,418
1219,european_football_2,3,0,802.0000,418
1220,thrombosis_prediction,3,0,803.0000,418
1221,card_games,3,1,803.0000,419
1222,thrombosis_prediction,3,0,804.0000,419
1223,toxicology,3,0,805.0000,419
1224,card_games,3,0,806.0000,419
1225,toxicology,3,0,807.0000,419
1226,california_schools,3,0,808.0000,419
1227,card_games,3,0,809.0000,419
1228,financial,3,1,809.0000,420
1229,financial,3,1,809.0000,421
1230,toxicology,3,0,810.0000,421
1231,card_games,3,0,811.0000,421
1232,european_football_2,3,0,812.0000,421
1233,card_games,3,0,813.0000,421
1234,debit_card_specializing,3,0,814.0000,421
1235,toxicology,3,0,815.0000,421
1236,debit_card_specializing,3,0,816.0000,421
1237,thrombosis_prediction,3,0,817.0000,421
1238,student_club,3,0,818.0000,421
1239,formula_1,3,1,818.0000,422
1240,toxicology,3,1,818.0000,423
1241,european_football_2,3,1,818.0000,424
1242,card_games,3,1,818.0000,425
1243,thrombosis_prediction,3,0,819.0000,425
1244,thrombosis_prediction,3,1,819.0000,426
1245,thrombosis_prediction,3,0,820.0000,426
1246,student_club,3,0,821.0000,426
1247,formula_1,3,0,822.0000,426
1248,card_games,3,0,823.0000,426
1249,superhero,3,1,823.0000,427
1250,debit_card_specializing,3,0,824.0000,427
1251,codebase_community,3,0,825.0000,427
1252,thrombosis_prediction,3,0,826.0000,427
1253,superhero,3,1,826.0000,428
1254,california_schools,3,1,826.0000,429
1255,formula_1,3,0,827.0000,429
1256,superhero,3,1,827.0000,430
1257,thrombosis_prediction,3,0,828.0000,430
1258,european_football_2,3,0,829.0000,430
1259,financial,3,0,830.0000,430
1260,toxicology,3,0,831.0000,430
1261,card_games,3,0,832.0000,430
1262,european_football_2,3,0,833.0000,430
1263,student_club,3,1,833.0000,431
1264,financial,3,0,834.0000,431
1265,codebase_community,3,0,835.0000,431
1266,formula_1,3,1,835.0000,432
1267,financial,3,0,836.0000,432
1268,financial,3,0,837.0000,432
1269,codebase_community,3,0,838.0000,432
1270,card_games,3,0,839.0000,432
1271,codebase_community,3,0,840.0000,432
1272,student_club,3,1,840.0000,433
1273,codebase_community,3,0,841.0000,433
1274,codebase_community,3,1,841.0000,434
1275,codebase_community,3,0,842.0000,434
1276,thrombosis_prediction,3,0,843.0000,434
1277,debit_card_specializing,3,0,844.0000,434
1278,student_club,3,0,845.0000,434
1279,financial,3,0,846.0000,434
1280,codebase_community,3,1,846.0000,435
1281,financial,3,0,847.0000,435
1282,formula_1,3,0,848.0000,435
1283,formula_1,3,0,849.0000,435
1284,thrombosis_prediction,3,0,850.0000,435
1285,superhero,3,1,850.0000,436
1286,superhero,3,1,850.0000,437
1287,debit_card_specializing,3,0,851.0000,437
1288,thrombosis_prediction,3,0,852.0000,437
1289,debit_card_specializing,3,1,852.0000,438
1290,european_football_2,3,0,853.0000,438
1291,superhero,3,1,853.0000,439
1292,card_games,3,0,854.0000,439
1293,codebase_community,3,0,855.0000,439
1294,card_games,3,1,855.0000,440
1295,superhero,3,1,855.0000,441
1296,california_schools,3,0,856.0000,441
1297,financial,3,0,857.0000,441
1298,formula_1,3,0,858.0000,441
1299,student_club,3,0,859.0000,441
1300,card_games,3,0,860.0000,441
1301,formula_1,3,0,861.0000,441
1302,formula_1,3,1,861.0000,442
1303,card_games,3,1,861.0000,443
1304,financial,3,1,861.0000,444
1305,card_games,3,0,862.0000,444
1306,toxicology,3,0,863.0000,444
1307,thrombosis_prediction,3,0,864.0000,444
1308,superhero,3,1,864.0000,445
1309,formula_1,3,0,865.0000,445
1310,formula_1,3,0,866.0000,445
1311,debit_card_specializing,3,0,867.0000,445
1312,toxicology,3,0,868.0000,445
1313,formula_1,3,1,868.0000,446
1314,card_games,3,1,868.0000,447
1315,california_schools,3,0,869.0000,447
1316,debit_card_specializing,3,1,869.0000,448
1317,california_schools,3,0,870.0000,448
1318,financial,3,0,871.0000,448
1319,financial,3,0,872.0000,448
1320,california_schools,3,0,873.0000,448
1321,toxicology,3,0,874.0000,448
1322,card_games,3,0,875.0000,448
1323,thrombosis_prediction,3,0,876.0000,448
1324,formula_1,3,0,877.0000,448
1325,codebase_community,3,0,878.0000,448
1326,codebase_community,3,1,878.0000,449
1327,debit_card_specializing,3,0,879.0000,449
1328,european_football_2,3,0,880.0000,449
1329,european_football_2,3,0,881.0000,449
1330,toxicology,3,1,881.0000,450
1331,european_football_2,3,1,881.0000,451
1332,codebase_community,3,0,882.0000,451
1333,california_schools,3,0,883.0000,451
1334,student_club,3,1,883.0000,452
1335,student_club,3,0,884.0000,452
1336,codebase_community,3,1,884.0000,453
1337,student_club,3,1,884.0000,454
1338,formula_1,3,1,884.0000,455
1339,codebase_community,3,0,885.0000,455
1340,european_football_2,3,0,886.0000,455
1341,card_games,3,0,887.0000,455
1342,european_football_2,3,0,888.0000,455
1343,card_games,3,0,889.0000,455
1344,financial,3,0,890.0000,455
1345,thrombosis_prediction,3,1,890.0000,456
1346,codebase_community,3,1,890.0000,457
1347,thrombosis_prediction,3,0,891.0000,457
1348,student_club,3,1,891.0000,458
1349,european_football_2,3,1,891.0000,459
1350,formula_1,3,0,892.0000,459
1351,formula_1,3,0,893.0000,459
1352,thrombosis_prediction,3,0,894.0000,459
1353,european_football_2,3,1,894.0000,460
1354,superhero,3,1,894.0000,461
1355,toxicology,3,0,895.0000,461
1356,thrombosis_prediction,3,0,896.0000,461
1357,codebase_community,3,0,897.0000,461
1358,superhero,3,1,897.0000,462
1359,card_games,3,0,898.0000,462
1360,toxicology,3,0,899.0000,462
1361,formula_1,3,0,900.0000,462
1362,card_games,3,1,900.0000,463
1363,superhero,3,1,900.0000,464
1364,card_games,3,0,901.0000,464
1365,superhero,3,1,901.0000,465
1366,student_club,3,0,902.0000,465
1367,superhero,3,0,903.0000,465
1368,european_football_2,3,0,904.0000,465
1369,formula_1,3,0,905.0000,465
1370,superhero,3,0,906.0000,465
1371,codebase_community,3,0,907.0000,465
1372,debit_card_specializing,3,0,908.0000,465
1373,superhero,3,1,908.0000,466
1374,superhero,3,0,909.0000,466
1375,formula_1,3,0,910.0000,466
1376,toxicology,3,1,910.0000,467
1377,formula_1,3,0,911.0000,467
1378,card_games,3,0,912.0000,467
1379,codebase_community,3,1,912.0000,468
1380,debit_card_specializing,3,0,913.0000,468
1381,card_games,3,1,913.0000,469
1382,codebase_community,3,1,913.0000,470
1383,thrombosis_prediction,3,0,914.0000,470
1384,financial,3,0,915.0000,470
1385,card_games,3,0,916.0000,470
1386,toxicology,3,0,917.0000,470
1387,codebase_community,3,1,917.0000,471
1388,formula_1,3,0,918.0000,471
1389,european_football_2,3,1,918.0000,472
1390,california_schools,3,0,919.0000,472
1391,card_games,3,0,920.0000,472
1392,thrombosis_prediction,3,1,920.0000,473
1393,superhero,3,1,920.0000,474
1394,codebase_community,3,0,921.0000,474
1395,card_games,3,1,921.0000,475
1396,european_football_2,3,0,922.0000,475
1397,debit_card_specializing,3,0,923.0000,475
1398,student_club,3,0,924.0000,475
1399,california_schools,3,0,925.0000,475
1400,card_games,3,0,926.0000,475
1401,superhero,3,1,926.0000,476
1402,financial,3,0,927.0000,476
1403,superhero,3,1,927.0000,477
1404,card_games,3,1,927.0000,478
1405,student_club,3,0,928.0000,478
1406,california_schools,3,1,928.0000,479
1407,european_football_2,3,0,929.0000,479
1408,formula_1,3,1,929.0000,480
1409,student_club,3,1,929.0000,481
1410,codebase_community,3,1,929.0000,482
1411,financial,3,1,929.0000,483
1412,codebase_community,3,0,930.0000,483
1413,formula_1,3,0,931.0000,483
1414,card_games,3,0,932.0000,483
1415,formula_1,3,0,933.0000,483
1416,card_games,3,1,933.0000,484
1417,student_club,3,1,933.0000,485
1418,financial,3,0,934.0000,485
1419,debit_card_specializing,3,0,935.0000,485
1420,student_club,3,1,935.0000,486
1421,formula_1,3,1,935.0000,487
1422,debit_card_specializing,3,0,936.0000,487
1423,superhero,3,1,936.0000,488
1424,toxicology,3,0,937.0000,488
1425,formula_1,3,0,938.0000,488
1426,codebase_community,3,0,939.0000,488
1427,toxicology,3,0,940.0000,488
1428,debit_card_specializing,3,0,941.0000,488
1429,financial,3,0,942.0000,488
1430,card_games,3,0,943.0000,488
1431,formula_1,3,0,944.0000,488
1432,thrombosis_prediction,3,0,945.0000,488
1433,toxicology,3,1,945.0000,489
1434,toxicology,3,0,946.0000,489
1435,thrombosis_prediction,3,0,947.0000,489
1436,formula_1,3,0,948.0000,489
1437,toxicology,3,0,949.0000,489
1438,thrombosis_prediction,3,0,950.0000,489
1439,toxicology,3,1,950.0000,490
1440,formula_1,3,1,950.0000,491
1441,student_club,3,0,951.0000,491
1442,card_games,3,1,951.0000,492
1443,california_schools,3,1,951.0000,493
1444,financial,3,0,952.0000,493
1445,superhero,3,1,952.0000,494
1446,superhero,3,1,952.0000,495
1447,toxicology,3,0,953.0000,495
1448,thrombosis_prediction,3,0,954.0000,495
1449,formula_1,3,1,954.0000,496
1450,superhero,3,1,954.0000,497
1451,debit_card_specializing,3,0,955.0000,497
1452,codebase_community,3,1,955.0000,498
1453,student_club,3,1,955.0000,499
1454,card_games,3,0,956.0000,499
1455,california_schools,3,0,957.0000,499
1456,european_football_2,3,0,958.0000,499
1457,codebase_community,3,0,959.0000,499
1458,thrombosis_prediction,3,0,960.0000,499
1459,card_games,3,0,961.0000,499
1460,thrombosis_prediction,3,0,962.0000,499
1461,thrombosis_prediction,3,0,963.0000,499
1462,toxicology,3,0,964.0000,499
1463,codebase_community,3,0,965.0000,499
1464,european_football_2,3,1,965.0000,500
1465,superhero,3,0,966.0000,500
1466,card_games,3,1,966.0000,501
1467,formula_1,3,1,966.0000,502
