batch_idx,n_new,acc_running,cumulative_regret,acc_ds1000,acc_ddxplus,acc_hotpotqa,n_reeval,n_reeval_recovered,n_sdft_pairs,kl_loss,mem_size,gen_time_s,reeval_time_s,train_time_s
50,10,0.4216,295.0000,0.3086,0.4444,0.5094,0,0,0,0.000000,0,4.7,0.0,0.0
51,10,0.4212,301.0000,0.3072,0.4479,0.5062,0,0,0,0.000000,0,2.0,0.0,0.0
52,10,0.4189,308.0000,0.3023,0.4536,0.5000,0,0,0,0.000000,0,5.7,0.0,0.0
53,10,0.4185,314.0000,0.3006,0.4495,0.5030,0,0,0,0.000000,0,0.9,0.0,0.0
54,10,0.4200,319.0000,0.3034,0.4527,0.5029,0,0,0,0.000000,0,3.1,0.0,0.0
55,10,0.4214,324.0000,0.3022,0.4532,0.5086,0,0,0,0.000000,0,4.6,0.0,0.0
56,10,0.4175,332.0000,0.2941,0.4488,0.5112,0,0,0,0.000000,0,9.5,0.0,0.0
57,10,0.4155,339.0000,0.2979,0.4381,0.5110,0,0,0,0.000000,0,2.3,0.0,0.0
58,10,0.4153,345.0000,0.2932,0.4393,0.5135,0,0,0,0.000000,0,3.1,0.0,0.0
59,10,0.4150,351.0000,0.2938,0.4352,0.5158,0,0,0,0.000000,0,1.2,0.0,0.0
60,10,0.4148,357.0000,0.2879,0.4429,0.5130,0,0,0,0.000000,0,3.1,0.0,0.0
61,10,0.4145,363.0000,0.2822,0.4429,0.5176,0,0,0,0.000000,0,9.5,0.0,0.0
62,10,0.4143,369.0000,0.2850,0.4439,0.5150,0,0,0,0.000000,0,7.6,0.0,0.0
63,10,0.4156,374.0000,0.2857,0.4449,0.5172,0,0,0,0.000000,0,8.1,0.0,0.0
64,10,0.4138,381.0000,0.2850,0.4391,0.5194,0,0,0,0.000000,0,23.5,0.0,0.0
65,10,0.4106,389.0000,0.2844,0.4372,0.5118,0,0,0,0.000000,0,1.8,0.0,0.0
66,10,0.4119,394.0000,0.2825,0.4402,0.5164,0,0,0,0.000000,0,2.9,0.0,0.0
67,10,0.4132,399.0000,0.2812,0.4328,0.5275,0,0,0,0.000000,0,1.3,0.0,0.0
68,10,0.4116,406.0000,0.2819,0.4298,0.5249,0,0,0,0.000000,0,5.1,0.0,0.0
69,10,0.4086,414.0000,0.2802,0.4286,0.5202,0,0,0,0.000000,0,4.0,0.0,0.0
70,10,0.4127,417.0000,0.2851,0.4360,0.5200,0,0,0,0.000000,0,1.5,0.0,0.0
71,10,0.4125,423.0000,0.2869,0.4365,0.5152,0,0,0,0.000000,0,6.8,0.0,0.0
72,10,0.4123,429.0000,0.2887,0.4370,0.5105,0,0,0,0.000000,0,1.7,0.0,0.0
73,10,0.4149,433.0000,0.2893,0.4358,0.5187,0,0,0,0.000000,0,3.3,0.0,0.0
74,10,0.4147,439.0000,0.2951,0.4324,0.5142,0,0,0,0.000000,0,2.2,0.0,0.0
75,10,0.4145,445.0000,0.2984,0.4335,0.5100,0,0,0,0.000000,0,1.3,0.0,0.0
76,10,0.4130,452.0000,0.2976,0.4323,0.5079,0,0,0,0.000000,0,4.3,0.0,0.0
77,10,0.4128,458.0000,0.2992,0.4354,0.5020,0,0,0,0.000000,0,6.3,0.0,0.0
78,10,0.4127,464.0000,0.2946,0.4380,0.5039,0,0,0,0.000000,0,1.1,0.0,0.0
79,10,0.4125,470.0000,0.2912,0.4404,0.5038,0,0,0,0.000000,0,6.5,0.0,0.0
80,10,0.4123,476.0000,0.2879,0.4388,0.5075,0,0,0,0.000000,0,3.8,0.0,0.0
81,10,0.4098,484.0000,0.2846,0.4397,0.5018,0,0,0,0.000000,0,1.2,0.0,0.0
82,10,0.4096,490.0000,0.2857,0.4397,0.5018,0,0,0,0.000000,0,3.5,0.0,0.0
83,10,0.4119,494.0000,0.2873,0.4410,0.5054,0,0,0,0.000000,0,1.3,0.0,0.0
84,10,0.4094,502.0000,0.2878,0.4349,0.5036,0,0,0,0.000000,0,1.4,0.0,0.0
85,10,0.4116,506.0000,0.2918,0.4388,0.5018,0,0,0,0.000000,0,3.2,0.0,0.0
86,10,0.4092,514.0000,0.2912,0.4358,0.4983,0,0,0,0.000000,0,3.9,0.0,0.0
87,10,0.4102,519.0000,0.2917,0.4396,0.4966,0,0,0,0.000000,0,7.0,0.0,0.0
88,10,0.4112,524.0000,0.2867,0.4433,0.5017,0,0,0,0.000000,0,5.0,0.0,0.0
89,10,0.4100,531.0000,0.2867,0.4433,0.5000,0,0,0,0.000000,0,2.4,0.0,0.0
