step,problem_id,db_id,n_icl,correct,cumulative_regret,mem_size
1729,1729,restaurant_bills,3,1,342.0000,1443
1730,1730,vehicle_rent,3,1,342.0000,1444
1731,1731,headphone_store,3,0,343.0000,1444
1732,1732,region_building,3,1,343.0000,1445
1733,1733,customers_and_orders,3,1,343.0000,1446
1734,1734,aan_1,3,0,344.0000,1446
1735,1735,vehicle_driver,3,1,344.0000,1447
1736,1736,bakery_1,3,1,344.0000,1448
1737,1737,customers_and_orders,3,1,344.0000,1449
1738,1738,cre_Doc_Workflow,3,1,344.0000,1450
1739,1739,cre_Students_Information_Systems,3,1,344.0000,1451
1740,1740,advertising_agencies,3,1,344.0000,1452
1741,1741,warehouse_1,3,1,344.0000,1453
1742,1742,warehouse_1,3,1,344.0000,1454
1743,1743,university_rank,3,1,344.0000,1455
1744,1744,cre_Doc_and_collections,3,1,344.0000,1456
1745,1745,region_building,3,1,344.0000,1457
1746,1746,cre_Students_Information_Systems,3,0,345.0000,1457
1747,1747,advertising_agencies,3,1,345.0000,1458
1748,1748,bakery_1,3,1,345.0000,1459
1749,1749,real_estate_rentals,3,1,345.0000,1460
1750,1750,real_estate_rentals,3,1,345.0000,1461
1751,1751,headphone_store,3,1,345.0000,1462
1752,1752,art_1,3,1,345.0000,1463
1753,1753,headphone_store,3,1,345.0000,1464
1754,1754,customers_and_orders,3,1,345.0000,1465
1755,1755,institution_sports,3,1,345.0000,1466
1756,1756,address_1,3,1,345.0000,1467
1757,1757,book_review,3,1,345.0000,1468
1758,1758,real_estate_rentals,3,1,345.0000,1469
1759,1759,address_1,3,1,345.0000,1470
1760,1760,aan_1,3,0,346.0000,1470
1761,1761,book_1,3,1,346.0000,1471
1762,1762,book_review,3,1,346.0000,1472
1763,1763,university_rank,3,1,346.0000,1473
1764,1764,bakery_1,3,0,347.0000,1473
1765,1765,pilot_1,3,1,347.0000,1474
1766,1766,vehicle_rent,3,0,348.0000,1474
1767,1767,car_road_race,3,1,348.0000,1475
1768,1768,pilot_1,3,1,348.0000,1476
1769,1769,cre_Doc_Workflow,3,1,348.0000,1477
1770,1770,boat_1,3,1,348.0000,1478
1771,1771,warehouse_1,3,1,348.0000,1479
1772,1772,cre_Students_Information_Systems,3,0,349.0000,1479
1773,1773,cre_Doc_Workflow,3,0,350.0000,1479
1774,1774,cre_Students_Information_Systems,3,1,350.0000,1480
1775,1775,online_exams,3,1,350.0000,1481
1776,1776,conference,3,1,350.0000,1482
1777,1777,headphone_store,3,1,350.0000,1483
1778,1778,planet_1,3,1,350.0000,1484
1779,1779,movie_2,3,1,350.0000,1485
1780,1780,government_shift,3,0,351.0000,1485
1781,1781,art_1,3,1,351.0000,1486
1782,1782,movie_2,3,1,351.0000,1487
1783,1783,aan_1,3,1,351.0000,1488
1784,1784,headphone_store,3,1,351.0000,1489
1785,1785,aan_1,3,0,352.0000,1489
1786,1786,government_shift,3,1,352.0000,1490
1787,1787,movie_2,3,0,353.0000,1490
1788,1788,real_estate_rentals,3,1,353.0000,1491
1789,1789,bakery_1,3,1,353.0000,1492
1790,1790,video_game,3,1,353.0000,1493
1791,1791,address_1,3,1,353.0000,1494
1792,1792,warehouse_1,3,1,353.0000,1495
1793,1793,headphone_store,3,0,354.0000,1495
1794,1794,book_1,3,1,354.0000,1496
1795,1795,cre_Students_Information_Systems,3,0,355.0000,1496
1796,1796,cre_Doc_and_collections,3,1,355.0000,1497
1797,1797,soccer_3,3,1,355.0000,1498
1798,1798,district_spokesman,3,1,355.0000,1499
1799,1799,soccer_3,3,1,355.0000,1500
1800,1800,conference,3,1,355.0000,1501
1801,1801,customers_and_orders,3,1,355.0000,1502
1802,1802,art_1,3,0,356.0000,1502
1803,1803,bakery_1,3,1,356.0000,1503
1804,1804,car_road_race,3,1,356.0000,1504
1805,1805,e_commerce,3,0,357.0000,1504
1806,1806,pilot_1,3,1,357.0000,1505
1807,1807,bakery_1,3,1,357.0000,1506
1808,1808,e_commerce,3,1,357.0000,1507
1809,1809,bakery_1,3,1,357.0000,1508
1810,1810,car_racing,3,0,358.0000,1509
1811,1811,country_language,3,1,358.0000,1510
1812,1812,aan_1,3,0,359.0000,1510
1813,1813,planet_1,3,1,359.0000,1511
1814,1814,cre_Doc_and_collections,3,1,359.0000,1512
1815,1815,art_1,3,0,360.0000,1512
1816,1816,boat_1,3,1,360.0000,1513
1817,1817,university_rank,3,1,360.0000,1514
1818,1818,warehouse_1,3,1,360.0000,1515
1819,1819,planet_1,3,1,360.0000,1516
1820,1820,warehouse_1,3,1,360.0000,1517
1821,1821,address_1,3,1,360.0000,1518
1822,1822,book_1,3,1,360.0000,1519
1823,1823,cre_Students_Information_Systems,3,1,360.0000,1520
1824,1824,planet_1,3,0,361.0000,1520
1825,1825,institution_sports,3,0,362.0000,1520
1826,1826,cre_Students_Information_Systems,3,1,362.0000,1521
1827,1827,club_leader,3,1,362.0000,1522
1828,1828,movie_2,3,1,362.0000,1523
1829,1829,pilot_1,3,1,362.0000,1524
1830,1830,aan_1,3,1,362.0000,1525
1831,1831,customers_and_orders,3,1,362.0000,1526
1832,1832,address_1,3,0,363.0000,1526
1833,1833,address_1,3,1,363.0000,1527
1834,1834,car_road_race,3,1,363.0000,1528
1835,1835,bakery_1,3,1,363.0000,1529
1836,1836,art_1,3,1,363.0000,1530
1837,1837,online_exams,3,1,363.0000,1531
1838,1838,customers_and_orders,3,1,363.0000,1532
1839,1839,planet_1,3,1,363.0000,1533
1840,1840,cre_Doc_Workflow,3,1,363.0000,1534
1841,1841,art_1,3,1,363.0000,1535
1842,1842,planet_1,3,1,363.0000,1536
1843,1843,institution_sports,3,1,363.0000,1537
1844,1844,vehicle_driver,3,1,363.0000,1538
1845,1845,movie_2,3,1,363.0000,1539
1846,1846,customers_and_orders,3,1,363.0000,1540
1847,1847,aan_1,3,1,363.0000,1541
1848,1848,movie_2,3,0,364.0000,1541
1849,1849,art_1,3,1,364.0000,1542
1850,1850,sing_contest,3,1,364.0000,1543
1851,1851,e_commerce,3,1,364.0000,1544
1852,1852,cre_Doc_and_collections,3,1,364.0000,1545
1853,1853,pilot_1,3,1,364.0000,1546
1854,1854,bakery_1,3,0,365.0000,1546
1855,1855,art_1,3,0,366.0000,1546
1856,1856,warehouse_1,3,1,366.0000,1547
1857,1857,advertising_agencies,3,1,366.0000,1548
1858,1858,pilot_1,3,0,367.0000,1548
1859,1859,book_1,3,1,367.0000,1549
1860,1860,e_commerce,3,1,367.0000,1550
1861,1861,conference,3,1,367.0000,1551
1862,1862,cre_Students_Information_Systems,3,1,367.0000,1552
1863,1863,boat_1,3,1,367.0000,1553
1864,1864,advertising_agencies,3,1,367.0000,1554
1865,1865,cre_Students_Information_Systems,3,0,368.0000,1554
1866,1866,university_rank,3,1,368.0000,1555
1867,1867,warehouse_1,3,1,368.0000,1556
1868,1868,art_1,3,1,368.0000,1557
1869,1869,address_1,3,0,369.0000,1557
1870,1870,address_1,3,1,369.0000,1558
1871,1871,book_1,3,1,369.0000,1559
1872,1872,book_review,3,1,369.0000,1560
1873,1873,institution_sports,3,1,369.0000,1561
1874,1874,advertising_agencies,3,1,369.0000,1562
1875,1875,bakery_1,3,1,369.0000,1563
1876,1876,book_review,3,1,369.0000,1564
1877,1877,address_1,3,1,369.0000,1565
1878,1878,government_shift,3,1,369.0000,1566
1879,1879,planet_1,3,1,369.0000,1567
1880,1880,bakery_1,3,1,369.0000,1568
1881,1881,book_press,3,1,369.0000,1569
1882,1882,planet_1,3,1,369.0000,1570
1883,1883,art_1,3,1,369.0000,1571
1884,1884,pilot_1,3,1,369.0000,1572
1885,1885,car_road_race,3,1,369.0000,1573
1886,1886,boat_1,3,1,369.0000,1574
1887,1887,real_estate_rentals,3,0,370.0000,1574
1888,1888,car_road_race,3,1,370.0000,1575
1889,1889,vehicle_driver,3,1,370.0000,1576
1890,1890,planet_1,3,1,370.0000,1578
1891,1891,book_1,3,1,370.0000,1579
1892,1892,university_rank,3,1,370.0000,1580
1893,1893,bbc_channels,3,1,370.0000,1581
1894,1894,headphone_store,3,1,370.0000,1582
1895,1895,real_estate_rentals,3,1,370.0000,1583
1896,1896,government_shift,3,1,370.0000,1584
1897,1897,vehicle_driver,3,1,370.0000,1585
1898,1898,cre_Students_Information_Systems,3,1,370.0000,1586
1899,1899,cre_Doc_Workflow,3,1,370.0000,1587
1900,1900,address_1,3,0,371.0000,1587
1901,1901,art_1,3,1,371.0000,1588
1902,1902,vehicle_rent,3,1,371.0000,1589
1903,1903,institution_sports,3,1,371.0000,1590
1904,1904,bakery_1,3,0,372.0000,1590
1905,1905,planet_1,3,1,372.0000,1591
1906,1906,tv_shows,3,1,372.0000,1592
1907,1907,boat_1,3,1,372.0000,1593
1908,1908,customers_and_orders,3,1,372.0000,1594
1909,1909,conference,3,1,372.0000,1595
1910,1910,art_1,3,1,372.0000,1596
1911,1911,soccer_3,3,1,372.0000,1597
1912,1912,vehicle_rent,3,1,372.0000,1598
1913,1913,warehouse_1,3,0,373.0000,1598
1914,1914,aan_1,3,0,374.0000,1598
1915,1915,book_1,3,1,374.0000,1599
1916,1916,address_1,3,1,374.0000,1600
1917,1917,car_road_race,3,1,374.0000,1601
1918,1918,planet_1,3,0,375.0000,1601
1919,1919,warehouse_1,3,1,375.0000,1602
1920,1920,headphone_store,3,1,375.0000,1603
1921,1921,soccer_3,3,1,375.0000,1604
1922,1922,car_road_race,3,1,375.0000,1605
1923,1923,planet_1,3,0,376.0000,1605
1924,1924,cre_Doc_and_collections,3,0,377.0000,1605
1925,1925,bakery_1,3,1,377.0000,1606
1926,1926,bakery_1,3,0,378.0000,1606
1927,1927,district_spokesman,3,1,378.0000,1607
1928,1928,advertising_agencies,3,1,378.0000,1608
1929,1929,address_1,3,1,378.0000,1609
1930,1930,e_commerce,3,1,378.0000,1610
1931,1931,boat_1,3,1,378.0000,1611
1932,1932,region_building,3,1,378.0000,1612
1933,1933,cre_Students_Information_Systems,3,1,378.0000,1613
1934,1934,district_spokesman,3,1,378.0000,1614
1935,1935,country_language,3,1,378.0000,1615
1936,1936,pilot_1,3,1,378.0000,1616
1937,1937,art_1,3,1,378.0000,1617
1938,1938,cre_Students_Information_Systems,3,1,378.0000,1618
1939,1939,aan_1,3,1,378.0000,1619
1940,1940,art_1,3,1,378.0000,1620
1941,1941,vehicle_rent,3,0,379.0000,1620
1942,1942,art_1,3,0,380.0000,1620
1943,1943,conference,3,1,380.0000,1621
1944,1944,region_building,3,1,380.0000,1622
1945,1945,customers_and_orders,3,1,380.0000,1623
1946,1946,aan_1,3,1,380.0000,1624
1947,1947,art_1,3,0,381.0000,1624
1948,1948,video_game,3,1,381.0000,1625
1949,1949,car_racing,3,1,381.0000,1626
1950,1950,bakery_1,3,0,382.0000,1626
1951,1951,pilot_1,3,1,382.0000,1627
1952,1952,art_1,3,1,382.0000,1628
1953,1953,boat_1,3,1,382.0000,1629
1954,1954,sing_contest,3,1,382.0000,1630
1955,1955,government_shift,3,1,382.0000,1631
1956,1956,planet_1,3,1,382.0000,1632
1957,1957,art_1,3,0,383.0000,1632
1958,1958,bakery_1,3,0,384.0000,1632
1959,1959,real_estate_rentals,3,1,384.0000,1633
1960,1960,video_game,3,1,384.0000,1634
1961,1961,conference,3,1,384.0000,1635
1962,1962,customers_and_orders,3,1,384.0000,1636
1963,1963,aan_1,3,1,384.0000,1637
1964,1964,aan_1,3,0,385.0000,1637
1965,1965,address_1,3,1,385.0000,1638
1966,1966,video_game,3,1,385.0000,1639
1967,1967,video_game,3,1,385.0000,1640
1968,1968,bakery_1,3,1,385.0000,1641
1969,1969,vehicle_driver,3,1,385.0000,1642
1970,1970,government_shift,3,1,385.0000,1643
1971,1971,art_1,3,1,385.0000,1644
1972,1972,online_exams,3,1,385.0000,1645
1973,1973,car_racing,3,1,385.0000,1646
1974,1974,warehouse_1,3,0,386.0000,1646
1975,1975,pilot_1,3,1,386.0000,1647
1976,1976,cre_Students_Information_Systems,3,1,386.0000,1648
1977,1977,aan_1,3,1,386.0000,1649
1978,1978,cre_Doc_and_collections,3,0,387.0000,1649
1979,1979,book_1,3,1,387.0000,1650
1980,1980,district_spokesman,3,1,387.0000,1651
1981,1981,boat_1,3,1,387.0000,1652
1982,1982,online_exams,3,1,387.0000,1653
1983,1983,region_building,3,0,388.0000,1653
1984,1984,cre_Students_Information_Systems,3,1,388.0000,1654
1985,1985,art_1,3,1,388.0000,1655
1986,1986,e_commerce,3,0,389.0000,1655
1987,1987,car_racing,3,0,390.0000,1655
1988,1988,bakery_1,3,1,390.0000,1656
1989,1989,government_shift,3,1,390.0000,1657
1990,1990,art_1,3,1,390.0000,1658
1991,1991,bakery_1,3,1,390.0000,1659
1992,1992,car_racing,3,1,390.0000,1660
1993,1993,advertising_agencies,3,1,390.0000,1661
1994,1994,vehicle_rent,3,1,390.0000,1662
1995,1995,address_1,3,1,390.0000,1663
1996,1996,cre_Doc_Workflow,3,1,390.0000,1664
1997,1997,aan_1,3,1,390.0000,1665
1998,1998,aan_1,3,0,391.0000,1665
1999,1999,pilot_1,3,1,391.0000,1666
2000,2000,book_1,3,1,391.0000,1667
2001,2001,bakery_1,3,1,391.0000,1668
2002,2002,cre_Students_Information_Systems,3,1,391.0000,1669
2003,2003,region_building,3,1,391.0000,1670
2004,2004,e_commerce,3,1,391.0000,1671
2005,2005,boat_1,3,1,391.0000,1672
2006,2006,cre_Doc_Workflow,3,1,391.0000,1673
2007,2007,aan_1,3,1,391.0000,1674
2008,2008,country_language,3,1,391.0000,1675
2009,2009,planet_1,3,0,392.0000,1675
2010,2010,address_1,3,1,392.0000,1676
2011,2011,address_1,3,1,392.0000,1677
2012,2012,real_estate_rentals,3,1,392.0000,1678
2013,2013,real_estate_rentals,3,1,392.0000,1679
2014,2014,book_1,3,1,392.0000,1680
2015,2015,soccer_3,3,1,392.0000,1681
2016,2016,real_estate_rentals,3,0,393.0000,1681
2017,2017,government_shift,3,1,393.0000,1682
2018,2018,cre_Doc_and_collections,3,1,393.0000,1683
2019,2019,bike_racing,3,1,393.0000,1684
2020,2020,cre_Students_Information_Systems,3,1,393.0000,1685
2021,2021,planet_1,3,1,393.0000,1686
2022,2022,institution_sports,3,0,394.0000,1686
2023,2023,restaurant_bills,3,1,394.0000,1687
2024,2024,art_1,3,1,394.0000,1688
2025,2025,country_language,3,0,395.0000,1688
2026,2026,restaurant_bills,3,1,395.0000,1689
2027,2027,planet_1,3,0,396.0000,1689
2028,2028,vehicle_rent,3,1,396.0000,1690
2029,2029,cre_Students_Information_Systems,3,1,396.0000,1691
2030,2030,e_commerce,3,1,396.0000,1692
2031,2031,cre_Doc_Workflow,3,1,396.0000,1693
2032,2032,address_1,3,1,396.0000,1694
2033,2033,vehicle_rent,3,1,396.0000,1695
2034,2034,country_language,3,0,397.0000,1695
2035,2035,customers_and_orders,3,1,397.0000,1696
2036,2036,boat_1,3,1,397.0000,1697
2037,2037,cre_Students_Information_Systems,3,1,397.0000,1698
2038,2038,conference,3,1,397.0000,1699
2039,2039,car_racing,3,1,397.0000,1700
2040,2040,country_language,3,1,397.0000,1701
2041,2041,bakery_1,3,1,397.0000,1702
2042,2042,art_1,3,0,398.0000,1702
2043,2043,cre_Doc_and_collections,3,1,398.0000,1703
2044,2044,e_commerce,3,1,398.0000,1704
2045,2045,pilot_1,3,1,398.0000,1705
2046,2046,boat_1,3,1,398.0000,1706
2047,2047,real_estate_rentals,3,1,398.0000,1707
2048,2048,advertising_agencies,3,0,399.0000,1707
2049,2049,book_1,3,1,399.0000,1708
2050,2050,real_estate_rentals,3,1,399.0000,1709
2051,2051,e_commerce,3,1,399.0000,1710
2052,2052,country_language,3,1,399.0000,1711
2053,2053,advertising_agencies,3,1,399.0000,1712
2054,2054,aan_1,3,1,399.0000,1713
2055,2055,region_building,3,1,399.0000,1714
2056,2056,headphone_store,3,0,400.0000,1714
2057,2057,book_1,3,1,400.0000,1715
2058,2058,cre_Doc_and_collections,3,1,400.0000,1716
2059,2059,bakery_1,3,1,400.0000,1717
2060,2060,soccer_3,3,1,400.0000,1718
2061,2061,car_racing,3,1,400.0000,1719
2062,2062,cre_Students_Information_Systems,3,0,401.0000,1719
2063,2063,car_road_race,3,1,401.0000,1720
2064,2064,boat_1,3,1,401.0000,1721
2065,2065,real_estate_rentals,3,1,401.0000,1722
2066,2066,car_road_race,3,1,401.0000,1723
2067,2067,country_language,3,1,401.0000,1724
2068,2068,bakery_1,3,1,401.0000,1725
2069,2069,car_road_race,3,1,401.0000,1726
2070,2070,district_spokesman,3,1,401.0000,1727
2071,2071,boat_1,3,1,401.0000,1728
2072,2072,customers_and_orders,3,1,401.0000,1729
2073,2073,car_racing,3,1,401.0000,1730
2074,2074,warehouse_1,3,1,401.0000,1731
2075,2075,movie_2,3,1,401.0000,1732
2076,2076,cre_Doc_Workflow,3,1,401.0000,1733
2077,2077,e_commerce,3,1,401.0000,1734
2078,2078,bakery_1,3,1,401.0000,1735
2079,2079,cre_Doc_and_collections,3,0,402.0000,1735
2080,2080,car_racing,3,1,402.0000,1736
2081,2081,art_1,3,1,402.0000,1737
2082,2082,aan_1,3,1,402.0000,1738
2083,2083,book_press,3,1,402.0000,1739
2084,2084,bakery_1,3,0,403.0000,1739
2085,2085,bakery_1,3,1,403.0000,1740
2086,2086,customers_and_orders,3,0,404.0000,1740
2087,2087,customers_and_orders,3,1,404.0000,1741
2088,2088,region_building,3,1,404.0000,1742
2089,2089,book_press,3,1,404.0000,1743
2090,2090,art_1,3,1,404.0000,1744
2091,2091,e_commerce,3,1,404.0000,1745
2092,2092,e_commerce,3,1,404.0000,1746
2093,2093,vehicle_rent,3,1,404.0000,1747
2094,2094,cre_Doc_and_collections,3,1,404.0000,1748
2095,2095,institution_sports,3,1,404.0000,1749
2096,2096,book_1,3,1,404.0000,1750
2097,2097,cre_Doc_and_collections,3,0,405.0000,1750
2098,2098,cre_Doc_and_collections,3,1,405.0000,1751
2099,2099,bakery_1,3,1,405.0000,1752
2100,2100,e_commerce,3,0,406.0000,1753
2101,2101,institution_sports,3,1,406.0000,1754
2102,2102,vehicle_driver,3,1,406.0000,1755
2103,2103,bakery_1,3,1,406.0000,1756
2104,2104,cre_Students_Information_Systems,3,1,406.0000,1757
2105,2105,restaurant_bills,3,1,406.0000,1758
2106,2106,customers_and_orders,3,1,406.0000,1759
2107,2107,book_press,3,1,406.0000,1760
2108,2108,book_1,3,1,406.0000,1761
2109,2109,conference,3,1,406.0000,1762
2110,2110,conference,3,1,406.0000,1763
2111,2111,movie_2,3,1,406.0000,1764
2112,2112,book_1,3,1,406.0000,1765
2113,2113,video_game,3,1,406.0000,1766
2114,2114,art_1,3,1,406.0000,1767
2115,2115,aan_1,3,1,406.0000,1768
2116,2116,bakery_1,3,1,406.0000,1769
2117,2117,address_1,3,1,406.0000,1770
2118,2118,pilot_1,3,1,406.0000,1771
2119,2119,warehouse_1,3,1,406.0000,1772
2120,2120,aan_1,3,1,406.0000,1773
2121,2121,book_1,3,1,406.0000,1774
2122,2122,sing_contest,3,0,407.0000,1774
2123,2123,aan_1,3,1,407.0000,1775
2124,2124,art_1,3,1,407.0000,1776
2125,2125,advertising_agencies,3,1,407.0000,1777
2126,2126,customers_and_orders,3,1,407.0000,1778
2127,2127,customers_and_orders,3,0,408.0000,1778
2128,2128,book_press,3,0,409.0000,1778
2129,2129,region_building,3,1,409.0000,1779
2130,2130,vehicle_driver,3,1,409.0000,1780
2131,2131,advertising_agencies,3,1,409.0000,1781
2132,2132,cre_Doc_and_collections,3,1,409.0000,1782
2133,2133,e_commerce,3,0,410.0000,1782
2134,2134,customers_and_orders,3,1,410.0000,1783
2135,2135,cre_Doc_and_collections,3,1,410.0000,1784
2136,2136,planet_1,3,1,410.0000,1785
2137,2137,pilot_1,3,0,411.0000,1785
2138,2138,sing_contest,3,1,411.0000,1786
2139,2139,boat_1,3,1,411.0000,1787
2140,2140,vehicle_rent,3,1,411.0000,1789
2141,2141,cre_Students_Information_Systems,3,1,411.0000,1790
2142,2142,bakery_1,3,0,412.0000,1790
2143,2143,cre_Doc_and_collections,3,1,412.0000,1791
2144,2144,bakery_1,3,1,412.0000,1792
2145,2145,car_racing,3,1,412.0000,1793
2146,2146,institution_sports,3,1,412.0000,1794
