step,problem_id,db_id,n_icl,correct,cumulative_regret,mem_size
0,0,warehouse_1,0,0,1.0000,0
1,1,book_1,0,1,1.0000,1
2,2,vehicle_driver,0,1,1.0000,2
3,3,vehicle_rent,0,1,1.0000,3
4,4,book_review,0,1,1.0000,4
5,5,e_commerce,0,0,2.0000,4
6,6,book_review,0,1,2.0000,5
7,7,book_1,0,1,2.0000,6
8,8,cre_Doc_Workflow,0,1,2.0000,7
9,9,art_1,0,0,3.0000,7
10,10,soccer_3,3,1,3.0000,8
11,11,book_review,3,0,4.0000,8
12,12,book_press,3,1,4.0000,9
13,13,movie_2,3,1,4.0000,10
14,14,book_review,3,1,4.0000,11
15,15,real_estate_rentals,3,0,5.0000,11
16,16,advertising_agencies,3,1,5.0000,12
17,17,university_rank,3,1,5.0000,13
18,18,pilot_1,3,0,6.0000,13
19,19,address_1,3,1,6.0000,14
20,20,pilot_1,3,0,7.0000,14
21,21,video_game,3,1,7.0000,15
22,22,cre_Doc_and_collections,3,1,7.0000,16
23,23,art_1,3,1,7.0000,17
24,24,movie_2,3,1,7.0000,18
25,25,pilot_1,3,1,7.0000,19
26,26,soccer_3,3,1,7.0000,20
27,27,boat_1,3,0,8.0000,20
28,28,vehicle_driver,3,1,8.0000,21
29,29,pilot_1,3,1,8.0000,22
30,30,warehouse_1,3,1,8.0000,23
31,31,cre_Doc_and_collections,3,0,9.0000,23
32,32,cre_Doc_Workflow,3,1,9.0000,24
33,33,university_rank,3,1,9.0000,25
34,34,customers_and_orders,3,1,9.0000,26
35,35,institution_sports,3,1,9.0000,27
36,36,warehouse_1,3,1,9.0000,28
37,37,car_racing,3,1,9.0000,29
38,38,planet_1,3,1,9.0000,30
39,39,country_language,3,1,9.0000,31
40,40,art_1,3,1,9.0000,33
41,41,government_shift,3,0,10.0000,33
42,42,online_exams,3,1,10.0000,34
43,43,region_building,3,1,10.0000,35
44,44,pilot_1,3,0,11.0000,35
45,45,restaurant_bills,3,1,11.0000,36
46,46,planet_1,3,0,12.0000,36
47,47,art_1,3,1,12.0000,37
48,48,advertising_agencies,3,1,12.0000,38
49,49,sing_contest,3,1,12.0000,39
50,50,university_rank,3,1,12.0000,43
51,51,boat_1,3,0,13.0000,43
52,52,e_commerce,3,1,13.0000,44
53,53,book_review,3,1,13.0000,45
54,54,vehicle_rent,3,1,13.0000,46
55,55,book_review,3,1,13.0000,47
56,56,planet_1,3,1,13.0000,48
57,57,cre_Doc_and_collections,3,1,13.0000,49
58,58,advertising_agencies,3,1,13.0000,50
59,59,movie_2,3,1,13.0000,51
60,60,car_road_race,3,1,13.0000,52
61,61,bakery_1,3,1,13.0000,53
62,62,aan_1,3,0,14.0000,53
63,63,car_racing,3,1,14.0000,54
64,64,movie_2,3,0,15.0000,54
65,65,cre_Students_Information_Systems,3,0,16.0000,54
66,66,art_1,3,1,16.0000,55
67,67,conference,3,1,16.0000,56
68,68,country_language,3,1,16.0000,57
69,69,customers_and_orders,3,1,16.0000,58
70,70,bakery_1,3,0,17.0000,58
71,71,car_road_race,3,1,17.0000,59
72,72,cre_Doc_and_collections,3,1,17.0000,60
73,73,cre_Doc_and_collections,3,0,18.0000,60
74,74,restaurant_bills,3,0,19.0000,60
75,75,boat_1,3,1,19.0000,61
76,76,bakery_1,3,1,19.0000,62
77,77,government_shift,3,0,20.0000,62
78,78,book_review,3,1,20.0000,63
79,79,country_language,3,1,20.0000,64
80,80,bakery_1,3,0,21.0000,65
81,81,movie_2,3,0,22.0000,65
82,82,art_1,3,1,22.0000,66
83,83,advertising_agencies,3,1,22.0000,67
84,84,advertising_agencies,3,0,23.0000,67
85,85,car_racing,3,1,23.0000,68
86,86,vehicle_rent,3,1,23.0000,69
87,87,advertising_agencies,3,1,23.0000,70
88,88,cre_Doc_and_collections,3,1,23.0000,71
89,89,boat_1,3,1,23.0000,72
90,90,soccer_3,3,1,23.0000,73
91,91,country_language,3,1,23.0000,74
92,92,cre_Doc_and_collections,3,0,24.0000,74
93,93,e_commerce,3,0,25.0000,74
94,94,car_racing,3,1,25.0000,75
95,95,real_estate_rentals,3,1,25.0000,76
96,96,customers_and_orders,3,1,25.0000,77
97,97,book_review,3,1,25.0000,78
98,98,book_press,3,1,25.0000,79
99,99,planet_1,3,1,25.0000,80
100,100,e_commerce,3,1,25.0000,82
101,101,e_commerce,3,1,25.0000,83
102,102,boat_1,3,1,25.0000,84
103,103,cre_Students_Information_Systems,3,0,26.0000,84
104,104,club_leader,3,1,26.0000,85
105,105,aan_1,3,0,27.0000,85
106,106,boat_1,3,1,27.0000,86
107,107,customers_and_orders,3,1,27.0000,87
108,108,art_1,3,1,27.0000,88
109,109,advertising_agencies,3,1,27.0000,89
110,110,address_1,3,1,27.0000,91
111,111,art_1,3,1,27.0000,92
112,112,country_language,3,1,27.0000,93
113,113,car_racing,3,1,27.0000,94
114,114,soccer_3,3,1,27.0000,95
115,115,customers_and_orders,3,1,27.0000,96
116,116,online_exams,3,1,27.0000,97
117,117,cre_Doc_and_collections,3,1,27.0000,98
118,118,book_press,3,1,27.0000,99
119,119,book_press,3,1,27.0000,100
120,120,car_racing,3,1,27.0000,101
121,121,warehouse_1,3,1,27.0000,102
122,122,art_1,3,1,27.0000,103
123,123,boat_1,3,1,27.0000,104
124,124,aan_1,3,1,27.0000,105
125,125,e_commerce,3,1,27.0000,106
126,126,car_racing,3,1,27.0000,107
127,127,warehouse_1,3,1,27.0000,108
128,128,planet_1,3,1,27.0000,109
129,129,country_language,3,1,27.0000,110
130,130,vehicle_driver,3,1,27.0000,112
131,131,real_estate_rentals,3,0,28.0000,112
132,132,real_estate_rentals,3,1,28.0000,113
133,133,cre_Students_Information_Systems,3,0,29.0000,113
134,134,real_estate_rentals,3,0,30.0000,113
135,135,tv_shows,3,1,30.0000,114
136,136,warehouse_1,3,1,30.0000,115
137,137,warehouse_1,3,1,30.0000,116
138,138,bakery_1,3,0,31.0000,116
139,139,book_1,3,1,31.0000,117
140,140,cre_Students_Information_Systems,3,1,31.0000,118
141,141,aan_1,3,0,32.0000,118
142,142,restaurant_bills,3,1,32.0000,119
143,143,video_game,3,1,32.0000,120
144,144,bakery_1,3,1,32.0000,121
145,145,aan_1,3,1,32.0000,122
146,146,art_1,3,1,32.0000,123
147,147,movie_2,3,0,33.0000,123
148,148,cre_Students_Information_Systems,3,1,33.0000,124
149,149,institution_sports,3,1,33.0000,125
150,150,e_commerce,3,0,34.0000,125
151,151,headphone_store,3,1,34.0000,126
152,152,book_1,3,1,34.0000,127
153,153,pilot_1,3,0,35.0000,127
154,154,art_1,3,1,35.0000,128
155,155,bakery_1,3,1,35.0000,129
156,156,conference,3,1,35.0000,130
157,157,customers_and_orders,3,1,35.0000,131
158,158,book_review,3,1,35.0000,132
159,159,warehouse_1,3,0,36.0000,132
160,160,pilot_1,3,1,36.0000,133
161,161,bakery_1,3,0,37.0000,133
162,162,cre_Doc_Workflow,3,1,37.0000,134
163,163,cre_Doc_and_collections,3,1,37.0000,135
164,164,bbc_channels,3,1,37.0000,136
165,165,institution_sports,3,1,37.0000,137
166,166,online_exams,3,1,37.0000,138
167,167,real_estate_rentals,3,1,37.0000,139
168,168,region_building,3,1,37.0000,140
169,169,region_building,3,1,37.0000,141
170,170,real_estate_rentals,3,0,38.0000,143
171,171,cre_Students_Information_Systems,3,1,38.0000,144
172,172,book_press,3,1,38.0000,145
173,173,cre_Doc_Workflow,3,1,38.0000,146
174,174,book_press,3,0,39.0000,146
175,175,boat_1,3,0,40.0000,146
176,176,university_rank,3,0,41.0000,146
177,177,club_leader,3,1,41.0000,147
178,178,boat_1,3,1,41.0000,148
179,179,region_building,3,1,41.0000,149
180,180,book_press,3,0,42.0000,149
181,181,real_estate_rentals,3,1,42.0000,150
182,182,boat_1,3,1,42.0000,151
183,183,movie_2,3,1,42.0000,152
184,184,institution_sports,3,0,43.0000,152
185,185,aan_1,3,0,44.0000,152
186,186,bakery_1,3,1,44.0000,153
187,187,conference,3,1,44.0000,154
188,188,customers_and_orders,3,1,44.0000,155
189,189,book_1,3,0,45.0000,155
190,190,country_language,3,1,45.0000,156
191,191,pilot_1,3,1,45.0000,157
192,192,car_road_race,3,1,45.0000,158
193,193,book_1,3,1,45.0000,159
194,194,real_estate_rentals,3,1,45.0000,160
195,195,movie_2,3,1,45.0000,161
196,196,book_press,3,1,45.0000,162
197,197,warehouse_1,3,1,45.0000,163
198,198,warehouse_1,3,0,46.0000,163
199,199,bbc_channels,3,1,46.0000,164
200,200,cre_Doc_and_collections,3,0,47.0000,164
201,201,book_1,3,1,47.0000,165
202,202,car_racing,3,1,47.0000,166
203,203,restaurant_bills,3,1,47.0000,167
204,204,book_review,3,1,47.0000,168
205,205,boat_1,3,0,48.0000,168
206,206,customers_and_orders,3,1,48.0000,169
207,207,warehouse_1,3,1,48.0000,170
208,208,bakery_1,3,1,48.0000,171
209,209,e_commerce,3,0,49.0000,171
210,210,pilot_1,3,1,49.0000,172
211,211,car_road_race,3,1,49.0000,173
212,212,art_1,3,1,49.0000,174
213,213,address_1,3,0,50.0000,174
214,214,aan_1,3,0,51.0000,174
215,215,art_1,3,1,51.0000,175
216,216,real_estate_rentals,3,1,51.0000,176
217,217,address_1,3,1,51.0000,177
218,218,advertising_agencies,3,1,51.0000,178
219,219,cre_Doc_and_collections,3,0,52.0000,178
220,220,vehicle_driver,3,1,52.0000,179
221,221,art_1,3,0,53.0000,179
222,222,cre_Doc_and_collections,3,1,53.0000,180
223,223,customers_and_orders,3,1,53.0000,181
224,224,institution_sports,3,1,53.0000,182
225,225,art_1,3,1,53.0000,183
226,226,pilot_1,3,1,53.0000,184
227,227,bakery_1,3,1,53.0000,185
228,228,boat_1,3,0,54.0000,185
229,229,sing_contest,3,1,54.0000,186
230,230,aan_1,3,0,55.0000,188
231,231,cre_Doc_and_collections,3,1,55.0000,189
232,232,e_commerce,3,0,56.0000,189
233,233,planet_1,3,1,56.0000,190
234,234,advertising_agencies,3,1,56.0000,191
235,235,bike_racing,3,1,56.0000,192
236,236,cre_Students_Information_Systems,3,1,56.0000,193
237,237,bakery_1,3,1,56.0000,194
238,238,video_game,3,1,56.0000,195
239,239,pilot_1,3,1,56.0000,196
240,240,movie_2,3,1,56.0000,197
241,241,bike_racing,3,0,57.0000,197
242,242,country_language,3,1,57.0000,198
243,243,soccer_3,3,1,57.0000,199
244,244,customers_and_orders,3,1,57.0000,200
245,245,club_leader,3,0,58.0000,200
246,246,bakery_1,3,1,58.0000,201
247,247,art_1,3,1,58.0000,202
248,248,aan_1,3,0,59.0000,202
249,249,bike_racing,3,1,59.0000,203
250,250,advertising_agencies,3,1,59.0000,205
251,251,art_1,3,1,59.0000,206
252,252,book_1,3,0,60.0000,206
253,253,address_1,3,0,61.0000,206
254,254,boat_1,3,0,62.0000,206
255,255,car_road_race,3,1,62.0000,207
256,256,pilot_1,3,1,62.0000,208
257,257,district_spokesman,3,1,62.0000,209
258,258,boat_1,3,0,63.0000,209
259,259,soccer_3,3,1,63.0000,210
260,260,car_road_race,3,1,63.0000,211
261,261,real_estate_rentals,3,1,63.0000,212
262,262,cre_Doc_and_collections,3,0,64.0000,212
263,263,book_1,3,1,64.0000,213
264,264,planet_1,3,1,64.0000,214
265,265,pilot_1,3,1,64.0000,215
266,266,headphone_store,3,1,64.0000,216
267,267,car_racing,3,1,64.0000,217
268,268,car_road_race,3,1,64.0000,218
269,269,pilot_1,3,1,64.0000,219
270,270,bakery_1,3,1,64.0000,221
271,271,art_1,3,1,64.0000,222
272,272,pilot_1,3,0,65.0000,222
273,273,address_1,3,0,66.0000,222
274,274,warehouse_1,3,1,66.0000,223
275,275,headphone_store,3,1,66.0000,224
276,276,boat_1,3,1,66.0000,225
277,277,vehicle_rent,3,1,66.0000,226
278,278,government_shift,3,0,67.0000,226
279,279,aan_1,3,1,67.0000,227
280,280,university_rank,3,1,67.0000,228
281,281,planet_1,3,1,67.0000,229
282,282,video_game,3,1,67.0000,230
283,283,aan_1,3,1,67.0000,231
284,284,customers_and_orders,3,1,67.0000,232
285,285,institution_sports,3,1,67.0000,233
286,286,conference,3,1,67.0000,234
287,287,advertising_agencies,3,1,67.0000,235
288,288,bakery_1,3,1,67.0000,236
289,289,boat_1,3,1,67.0000,237
290,290,bike_racing,3,1,67.0000,239
291,291,e_commerce,3,1,67.0000,240
292,292,book_review,3,1,67.0000,241
293,293,planet_1,3,0,68.0000,241
294,294,cre_Doc_and_collections,3,1,68.0000,242
295,295,video_game,3,1,68.0000,243
296,296,vehicle_driver,3,1,68.0000,244
297,297,warehouse_1,3,1,68.0000,245
298,298,soccer_3,3,1,68.0000,246
299,299,cre_Doc_and_collections,3,1,68.0000,247
300,300,bakery_1,3,1,68.0000,248
301,301,region_building,3,1,68.0000,249
302,302,planet_1,3,0,69.0000,249
303,303,institution_sports,3,1,69.0000,250
304,304,e_commerce,3,1,69.0000,251
305,305,movie_2,3,1,69.0000,252
306,306,real_estate_rentals,3,1,69.0000,253
307,307,advertising_agencies,3,1,69.0000,254
308,308,boat_1,3,1,69.0000,255
309,309,institution_sports,3,0,70.0000,255
310,310,address_1,3,1,70.0000,256
311,311,advertising_agencies,3,1,70.0000,257
312,312,institution_sports,3,1,70.0000,258
313,313,warehouse_1,3,1,70.0000,259
314,314,customers_and_orders,3,1,70.0000,260
315,315,art_1,3,1,70.0000,261
316,316,pilot_1,3,1,70.0000,262
317,317,restaurant_bills,3,1,70.0000,263
318,318,tv_shows,3,1,70.0000,264
319,319,aan_1,3,0,71.0000,264
320,320,boat_1,3,1,71.0000,266
321,321,book_1,3,1,71.0000,267
322,322,art_1,3,0,72.0000,267
323,323,university_rank,3,1,72.0000,268
324,324,cre_Doc_and_collections,3,0,73.0000,268
325,325,video_game,3,1,73.0000,269
326,326,address_1,3,0,74.0000,269
327,327,video_game,3,1,74.0000,270
328,328,vehicle_driver,3,1,74.0000,271
329,329,aan_1,3,0,75.0000,271
330,330,movie_2,3,0,76.0000,271
331,331,boat_1,3,1,76.0000,272
332,332,car_road_race,3,0,77.0000,272
333,333,advertising_agencies,3,1,77.0000,273
334,334,e_commerce,3,1,77.0000,274
335,335,country_language,3,1,77.0000,275
336,336,bike_racing,3,1,77.0000,276
337,337,cre_Students_Information_Systems,3,1,77.0000,277
338,338,art_1,3,1,77.0000,278
339,339,movie_2,3,1,77.0000,279
340,340,bakery_1,3,0,78.0000,279
341,341,planet_1,3,0,79.0000,279
342,342,soccer_3,3,1,79.0000,280
343,343,government_shift,3,1,79.0000,281
344,344,cre_Students_Information_Systems,3,1,79.0000,282
345,345,cre_Doc_Workflow,3,1,79.0000,283
346,346,e_commerce,3,1,79.0000,284
347,347,cre_Doc_and_collections,3,1,79.0000,285
348,348,aan_1,3,0,80.0000,285
349,349,bakery_1,3,1,80.0000,286
350,350,cre_Doc_Workflow,3,1,80.0000,288
351,351,e_commerce,3,1,80.0000,289
352,352,customers_and_orders,3,1,80.0000,290
353,353,online_exams,3,1,80.0000,291
354,354,warehouse_1,3,1,80.0000,292
355,355,pilot_1,3,1,80.0000,293
356,356,soccer_3,3,1,80.0000,294
357,357,video_game,3,1,80.0000,295
358,358,movie_2,3,1,80.0000,296
359,359,e_commerce,3,1,80.0000,297
360,360,real_estate_rentals,3,0,81.0000,299
361,361,country_language,3,0,82.0000,299
362,362,cre_Students_Information_Systems,3,1,82.0000,300
363,363,bakery_1,3,1,82.0000,301
364,364,tv_shows,3,1,82.0000,302
365,365,car_racing,3,1,82.0000,303
366,366,planet_1,3,1,82.0000,304
367,367,tv_shows,3,1,82.0000,305
368,368,vehicle_driver,3,1,82.0000,306
369,369,customers_and_orders,3,1,82.0000,307
370,370,warehouse_1,3,1,82.0000,308
371,371,address_1,3,0,83.0000,308
372,372,customers_and_orders,3,1,83.0000,309
373,373,art_1,3,1,83.0000,310
374,374,aan_1,3,0,84.0000,310
375,375,planet_1,3,1,84.0000,311
376,376,address_1,3,1,84.0000,312
377,377,pilot_1,3,1,84.0000,313
378,378,advertising_agencies,3,1,84.0000,314
379,379,book_1,3,1,84.0000,315
380,380,institution_sports,3,1,84.0000,316
381,381,real_estate_rentals,3,1,84.0000,317
382,382,advertising_agencies,3,1,84.0000,318
383,383,advertising_agencies,3,1,84.0000,319
384,384,club_leader,3,0,85.0000,319
385,385,movie_2,3,1,85.0000,320
386,386,sing_contest,3,1,85.0000,321
387,387,aan_1,3,0,86.0000,321
388,388,aan_1,3,1,86.0000,322
389,389,address_1,3,0,87.0000,322
390,390,address_1,3,1,87.0000,323
391,391,address_1,3,0,88.0000,323
392,392,video_game,3,1,88.0000,324
393,393,online_exams,3,1,88.0000,325
394,394,real_estate_rentals,3,1,88.0000,326
395,395,government_shift,3,1,88.0000,327
396,396,boat_1,3,1,88.0000,328
397,397,bakery_1,3,1,88.0000,329
398,398,headphone_store,3,1,88.0000,330
399,399,customers_and_orders,3,1,88.0000,331
400,400,aan_1,3,0,89.0000,331
401,401,bbc_channels,3,0,90.0000,331
402,402,boat_1,3,0,91.0000,331
403,403,bakery_1,3,1,91.0000,332
404,404,planet_1,3,1,91.0000,333
405,405,aan_1,3,1,91.0000,334
406,406,e_commerce,3,1,91.0000,335
407,407,cre_Students_Information_Systems,3,1,91.0000,336
408,408,cre_Doc_and_collections,3,0,92.0000,336
409,409,real_estate_rentals,3,0,93.0000,336
410,410,conference,3,1,93.0000,338
411,411,conference,3,1,93.0000,339
412,412,pilot_1,3,1,93.0000,340
413,413,government_shift,3,1,93.0000,341
414,414,advertising_agencies,3,1,93.0000,342
415,415,bakery_1,3,0,94.0000,342
416,416,cre_Doc_Workflow,3,1,94.0000,343
417,417,e_commerce,3,1,94.0000,344
418,418,advertising_agencies,3,1,94.0000,345
419,419,aan_1,3,1,94.0000,346
420,420,planet_1,3,1,94.0000,347
421,421,customers_and_orders,3,1,94.0000,348
422,422,online_exams,3,1,94.0000,349
423,423,planet_1,3,0,95.0000,349
424,424,car_racing,3,1,95.0000,350
425,425,institution_sports,3,1,95.0000,351
426,426,advertising_agencies,3,1,95.0000,352
427,427,institution_sports,3,1,95.0000,353
428,428,conference,3,1,95.0000,354
429,429,government_shift,3,1,95.0000,355
430,430,country_language,3,1,95.0000,356
431,431,bakery_1,3,1,95.0000,357
432,432,cre_Doc_and_collections,3,1,95.0000,358
433,433,advertising_agencies,3,1,95.0000,359
434,434,pilot_1,3,0,96.0000,359
435,435,car_road_race,3,1,96.0000,360
436,436,bakery_1,3,1,96.0000,361
437,437,pilot_1,3,1,96.0000,362
438,438,address_1,3,0,97.0000,362
439,439,customers_and_orders,3,1,97.0000,363
440,440,headphone_store,3,1,97.0000,365
441,441,district_spokesman,3,1,97.0000,366
442,442,sing_contest,3,1,97.0000,367
443,443,cre_Doc_and_collections,3,1,97.0000,368
444,444,institution_sports,3,1,97.0000,369
445,445,warehouse_1,3,1,97.0000,370
446,446,headphone_store,3,1,97.0000,371
447,447,movie_2,3,0,98.0000,371
448,448,movie_2,3,1,98.0000,372
449,449,book_press,3,1,98.0000,373
450,450,pilot_1,3,1,98.0000,374
451,451,university_rank,3,1,98.0000,375
452,452,customers_and_orders,3,1,98.0000,376
453,453,art_1,3,0,99.0000,376
454,454,car_road_race,3,1,99.0000,377
455,455,real_estate_rentals,3,0,100.0000,377
456,456,car_racing,3,1,100.0000,378
457,457,region_building,3,1,100.0000,379
458,458,aan_1,3,0,101.0000,379
459,459,vehicle_driver,3,1,101.0000,380
460,460,book_1,3,0,102.0000,380
461,461,cre_Doc_and_collections,3,1,102.0000,381
462,462,cre_Doc_and_collections,3,1,102.0000,382
463,463,boat_1,3,0,103.0000,382
464,464,boat_1,3,0,104.0000,382
465,465,online_exams,3,1,104.0000,383
466,466,headphone_store,3,1,104.0000,384
467,467,bike_racing,3,1,104.0000,385
468,468,customers_and_orders,3,1,104.0000,386
469,469,boat_1,3,1,104.0000,387
470,470,vehicle_rent,3,1,104.0000,388
471,471,advertising_agencies,3,1,104.0000,389
472,472,car_road_race,3,1,104.0000,390
473,473,art_1,3,1,104.0000,391
474,474,planet_1,3,0,105.0000,391
475,475,online_exams,3,1,105.0000,392
476,476,video_game,3,1,105.0000,393
477,477,customers_and_orders,3,1,105.0000,394
478,478,e_commerce,3,1,105.0000,395
479,479,soccer_3,3,1,105.0000,396
480,480,pilot_1,3,0,106.0000,398
481,481,art_1,3,0,107.0000,398
482,482,vehicle_rent,3,1,107.0000,399
483,483,art_1,3,0,108.0000,399
484,484,aan_1,3,1,108.0000,400
485,485,headphone_store,3,0,109.0000,400
486,486,online_exams,3,1,109.0000,401
487,487,club_leader,3,0,110.0000,401
488,488,art_1,3,0,111.0000,401
489,489,advertising_agencies,3,1,111.0000,402
490,490,car_road_race,3,1,111.0000,403
491,491,car_racing,3,1,111.0000,404
492,492,car_road_race,3,1,111.0000,405
493,493,car_racing,3,1,111.0000,406
494,494,book_press,3,1,111.0000,407
495,495,car_racing,3,1,111.0000,408
496,496,customers_and_orders,3,1,111.0000,409
497,497,real_estate_rentals,3,0,112.0000,409
498,498,planet_1,3,1,112.0000,410
499,499,advertising_agencies,3,1,112.0000,411
500,500,planet_1,3,1,112.0000,412
501,501,region_building,3,1,112.0000,413
502,502,planet_1,3,1,112.0000,414
503,503,advertising_agencies,3,1,112.0000,415
504,504,region_building,3,1,112.0000,416
505,505,planet_1,3,1,112.0000,417
506,506,warehouse_1,3,1,112.0000,418
507,507,pilot_1,3,1,112.0000,419
508,508,region_building,3,1,112.0000,420
509,509,book_1,3,1,112.0000,421
510,510,cre_Students_Information_Systems,3,0,113.0000,421
511,511,pilot_1,3,1,113.0000,422
512,512,car_road_race,3,1,113.0000,423
513,513,warehouse_1,3,1,113.0000,424
514,514,movie_2,3,1,113.0000,425
515,515,movie_2,3,1,113.0000,426
516,516,e_commerce,3,1,113.0000,427
517,517,region_building,3,1,113.0000,428
518,518,university_rank,3,1,113.0000,429
519,519,soccer_3,3,1,113.0000,430
520,520,institution_sports,3,0,114.0000,430
521,521,e_commerce,3,1,114.0000,431
522,522,bakery_1,3,1,114.0000,432
523,523,vehicle_rent,3,1,114.0000,433
524,524,advertising_agencies,3,1,114.0000,434
525,525,cre_Doc_and_collections,3,1,114.0000,435
526,526,car_racing,3,1,114.0000,436
527,527,headphone_store,3,1,114.0000,437
528,528,cre_Doc_and_collections,3,1,114.0000,438
529,529,region_building,3,0,115.0000,438
530,530,car_racing,3,1,115.0000,440
531,531,advertising_agencies,3,1,115.0000,441
532,532,art_1,3,1,115.0000,442
533,533,online_exams,3,1,115.0000,443
534,534,country_language,3,0,116.0000,443
535,535,book_1,3,1,116.0000,444
536,536,pilot_1,3,1,116.0000,445
537,537,tv_shows,3,1,116.0000,446
538,538,e_commerce,3,1,116.0000,447
539,539,book_press,3,1,116.0000,448
540,540,pilot_1,3,1,116.0000,449
541,541,university_rank,3,1,116.0000,450
542,542,region_building,3,1,116.0000,451
543,543,tv_shows,3,1,116.0000,452
544,544,movie_2,3,1,116.0000,453
545,545,cre_Doc_Workflow,3,1,116.0000,454
546,546,warehouse_1,3,1,116.0000,455
547,547,car_racing,3,1,116.0000,456
548,548,car_racing,3,1,116.0000,457
549,549,customers_and_orders,3,1,116.0000,458
550,550,tv_shows,3,1,116.0000,459
551,551,cre_Students_Information_Systems,3,1,116.0000,460
552,552,country_language,3,1,116.0000,461
553,553,university_rank,3,1,116.0000,462
554,554,art_1,3,0,117.0000,462
555,555,book_1,3,1,117.0000,463
556,556,aan_1,3,0,118.0000,463
557,557,aan_1,3,1,118.0000,464
558,558,book_1,3,1,118.0000,465
559,559,soccer_3,3,1,118.0000,466
560,560,country_language,3,1,118.0000,468
561,561,cre_Doc_and_collections,3,0,119.0000,468
562,562,planet_1,3,1,119.0000,469
563,563,address_1,3,0,120.0000,469
564,564,cre_Doc_and_collections,3,1,120.0000,470
565,565,bbc_channels,3,1,120.0000,471
566,566,customers_and_orders,3,1,120.0000,472
567,567,art_1,3,1,120.0000,473
568,568,planet_1,3,0,121.0000,473
569,569,cre_Students_Information_Systems,3,1,121.0000,474
570,570,vehicle_rent,3,1,121.0000,475
571,571,car_racing,3,1,121.0000,476
572,572,warehouse_1,3,0,122.0000,476
573,573,vehicle_driver,3,1,122.0000,477
574,574,warehouse_1,3,1,122.0000,478
575,575,pilot_1,3,1,122.0000,479
576,576,vehicle_driver,3,1,122.0000,480
577,577,address_1,3,1,122.0000,481
578,578,cre_Doc_and_collections,3,1,122.0000,482
579,579,conference,3,1,122.0000,483
580,580,conference,3,0,123.0000,483
581,581,customers_and_orders,3,1,123.0000,484
582,582,cre_Doc_and_collections,3,1,123.0000,485
583,583,warehouse_1,3,1,123.0000,486
584,584,book_1,3,1,123.0000,487
585,585,soccer_3,3,1,123.0000,488
586,586,boat_1,3,1,123.0000,489
587,587,cre_Doc_and_collections,3,0,124.0000,489
588,588,warehouse_1,3,1,124.0000,490
589,589,sing_contest,3,1,124.0000,491
590,590,university_rank,3,1,124.0000,492
591,591,conference,3,1,124.0000,493
592,592,video_game,3,1,124.0000,494
593,593,planet_1,3,1,124.0000,495
594,594,institution_sports,3,1,124.0000,496
595,595,pilot_1,3,0,125.0000,496
596,596,vehicle_rent,3,1,125.0000,497
597,597,art_1,3,0,126.0000,497
598,598,planet_1,3,0,127.0000,497
599,599,real_estate_rentals,3,1,127.0000,498
600,600,soccer_3,3,1,127.0000,500
601,601,warehouse_1,3,0,128.0000,500
602,602,real_estate_rentals,3,1,128.0000,501
603,603,pilot_1,3,0,129.0000,501
604,604,e_commerce,3,1,129.0000,502
605,605,book_1,3,1,129.0000,503
606,606,advertising_agencies,3,1,129.0000,504
607,607,vehicle_rent,3,0,130.0000,504
608,608,bakery_1,3,1,130.0000,505
609,609,book_1,3,1,130.0000,506
610,610,government_shift,3,0,131.0000,506
611,611,vehicle_rent,3,1,131.0000,507
612,612,region_building,3,1,131.0000,508
613,613,aan_1,3,0,132.0000,508
614,614,book_1,3,0,133.0000,508
615,615,customers_and_orders,3,1,133.0000,509
616,616,online_exams,3,1,133.0000,510
617,617,book_1,3,1,133.0000,511
618,618,online_exams,3,0,134.0000,511
619,619,cre_Doc_and_collections,3,1,134.0000,512
620,620,book_press,3,0,135.0000,512
621,621,pilot_1,3,0,136.0000,512
622,622,soccer_3,3,1,136.0000,513
623,623,aan_1,3,1,136.0000,514
624,624,pilot_1,3,1,136.0000,515
625,625,pilot_1,3,1,136.0000,516
626,626,art_1,3,0,137.0000,516
627,627,warehouse_1,3,1,137.0000,517
628,628,cre_Students_Information_Systems,3,0,138.0000,517
629,629,country_language,3,1,138.0000,518
630,630,bakery_1,3,0,139.0000,519
631,631,advertising_agencies,3,1,139.0000,520
632,632,e_commerce,3,1,139.0000,521
633,633,real_estate_rentals,3,1,139.0000,522
634,634,bakery_1,3,1,139.0000,523
635,635,headphone_store,3,1,139.0000,524
636,636,headphone_store,3,1,139.0000,525
637,637,cre_Students_Information_Systems,3,1,139.0000,526
638,638,region_building,3,1,139.0000,527
639,639,pilot_1,3,0,140.0000,527
640,640,planet_1,3,1,140.0000,529
641,641,real_estate_rentals,3,0,141.0000,529
642,642,cre_Doc_and_collections,3,0,142.0000,529
643,643,cre_Students_Information_Systems,3,1,142.0000,530
644,644,book_1,3,1,142.0000,531
645,645,address_1,3,1,142.0000,532
646,646,restaurant_bills,3,1,142.0000,533
647,647,real_estate_rentals,3,0,143.0000,533
648,648,sing_contest,3,1,143.0000,534
649,649,pilot_1,3,1,143.0000,535
650,650,cre_Doc_Workflow,3,1,143.0000,538
651,651,planet_1,3,1,143.0000,539
652,652,video_game,3,1,143.0000,540
653,653,bbc_channels,3,1,143.0000,541
654,654,customers_and_orders,3,1,143.0000,542
655,655,planet_1,3,1,143.0000,543
